Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,29/09/2015,Research & development,DG: RDD,LONDON NORTH WEST HEALTHCARE NHS TRUST,ERS-544489-110633,"16,551.00",Research Capability Funding (STANDARD),HA1 3UJ,,,PUBLIC,,654463720
,,29/09/2015,Research & development,DG: RDD,LONDON NORTH WEST HEALTHCARE NHS TRUST,ERS-544489-110633,"31,285.00",Research for Patient Benefit,HA1 3UJ,,,PUBLIC,,654463720
,,29/09/2015,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-544493-110611,"24,996.00",Research for Patient Benefit,M21 9UN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-544493-110611,"14,713.00",Research for Patient Benefit,M21 9UN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-544493-110611,"54,822.00",Programme Grants for NHS Trusts,M21 9UN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-544493-110611,"20,594.00",Research for Patient Benefit,M21 9UN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-544493-110611,"30,994.77",HS & DR,M21 9UN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-544493-110611,"115,798.00",Programme Grants for NHS Trusts,M21 9UN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MERSEY CARE NHS TRUST,ERS-544498-110526,"45,946.23",HS & DR,L31 1HW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MID YORKSHIRE HOSPITALS NHS TRUST,ERS-544499-110539,"58,397.00",Research for Patient Benefit,WF1 4TU,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-544500-110499,"13,739.00",Research for Patient Benefit,EC1V 2PD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-544500-110499,"90,810.90",HTA Researcher Lead,EC1V 2PD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-544500-110499,"102,907.72",Commissioned EME,EC1V 2PD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-544500-110499,"88,641.87",HTA Researcher Lead,EC1V 2PD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-544500-110499,"46,424.67",HTA Commissioned Research,EC1V 2PD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-544500-110499,"64,935.61",EME - ( NETSCC ),EC1V 2PD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-544500-110499,"64,027.75",HTA Researcher Lead,EC1V 2PD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-544503-110610,"121,916.00",Programme Grants for NHS Trusts,LS15 7TW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-544503-110610,"24,999.90",Cochrane (CRG) Programme Grants,LS15 7TW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NHS Bradford Districts CCG 02R,ERS-544504-110628,"134,495.00",Programme Grants for NHS Trusts,WF3 1WE,,,PUBLIC,,GB654452433
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"20,000.00",Programme Grants for NHS Trusts,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"9,411.00",Research for Patient Benefit,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"45,834.99",HS & DR,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"22,863.00",Research for Patient Benefit,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"30,136.00",Research for Patient Benefit,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"63,485.25",HS & DR,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"47,028.42",HS & DR,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"115,740.90",HS & DR,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"143,033.50",HTA Researcher Lead,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"33,963.00",Programme Grants for NHS Trusts,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-544505-110626,"6,742.00",Programme Grants for NHS Trusts,BS1 3NX,,,PUBLIC,,GB654444431
,,29/09/2015,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-544506-110625,"57,576.00",Programme Grants for NHS Trusts,CB2 8FH,,,PUBLIC,,GB654454525
,,29/09/2015,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-544506-110625,"61,804.13",HS & DR,CB2 8FH,,,PUBLIC,,GB654454525
,,29/09/2015,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-544506-110625,"9,366.00",Research for Patient Benefit,CB2 8FH,,,PUBLIC,,GB654454525
,,29/09/2015,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-544506-110625,"46,993.00",Programme Grants for NHS Trusts,CB2 8FH,,,PUBLIC,,GB654454525
,,29/09/2015,Research & development,DG: RDD,NHS GREATER GLASGOW AND CLYDE,ERS-544509-110550,381.32,HTA Researcher Lead,G12 0XH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NHS GREATER GLASGOW AND CLYDE,ERS-544509-110550,"54,652.50",HTA Researcher Lead,G12 0XH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NHS GREATER GLASGOW AND CLYDE,ERS-544509-110550,"61,741.10",Commissioned EME,G12 0XH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-544513-110627,"68,062.00",Programme Grants for NHS Trusts,ST5 1QG,,,PUBLIC,,GB654443042
,,29/09/2015,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-544513-110627,"26,609.00",Research for Patient Benefit,ST5 1QG,,,PUBLIC,,GB654443042
,,29/09/2015,Research & development,DG: RDD,NHS NOTTINGHAM CITY CCG 04K,ERS-544514-110623,"47,619.00",Programme Grants for NHS Trusts,WF3 1WE,,,PUBLIC,,GB654454329
,,29/09/2015,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-544515-110624,"135,587.00",Programme Grants for NHS Trusts,OX4 2LH,,,PUBLIC,,GB654462331
,,29/09/2015,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-544515-110624,"62,056.00",Programme Grants for NHS Trusts,OX4 2LH,,,PUBLIC,,GB654462331
,,29/09/2015,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-544515-110624,"113,236.00",Programme Grants for NHS Trusts,OX4 2LH,,,PUBLIC,,GB654462331
,,29/09/2015,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-544515-110624,"31,426.00",Research for Patient Benefit,OX4 2LH,,,PUBLIC,,GB654462331
,,29/09/2015,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group 06Y,ERS-544516-110622,"75,282.00",Programme Grants for NHS Trusts,NR7 0WG,,,PUBLIC,,GB654460631
,,29/09/2015,Research & development,DG: RDD,NHS South Norfolk Clinical Commissioning Group 06Y,ERS-544516-110622,"34,209.00",Research for Patient Benefit,NR7 0WG,,,PUBLIC,,GB654460631
,,29/09/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-544517-110495,"50,580.00",Programme Grants for NHS Trusts,NR4 7UY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-544517-110495,"4,947.00",Research for Patient Benefit,NR4 7UY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-544517-110495,"4,243.00",Research for Patient Benefit,NR4 7UY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-544517-110495,"42,500.00",HTA - Support for Clinical Trials,NR4 7UY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-544517-110495,"19,573.00",Research for Patient Benefit,NR4 7UY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-544517-110495,"78,381.00",Programme Grants for NHS Trusts,NR4 7UY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-544517-110495,"11,249.00",Research for Patient Benefit,NR4 7UY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-544518-110522,"85,000.00",Programme Grants for NHS Trusts,BS1 2NP,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-544518-110522,"33,272.00",Research for Patient Benefit,BS1 2NP,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-544518-110522,"25,538.00",Research for Patient Benefit,BS1 2NP,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-544518-110522,"84,504.46",HTA Commissioned Research,BS1 2NP,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-544518-110522,"77,119.00",Programme Grants for NHS Trusts,BS1 2NP,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-544518-110522,"60,244.35",HTA Researcher Lead,BS1 2NP,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-544518-110522,"130,664.75",EME - ( NETSCC ),BS1 2NP,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-544519-110465,"97,305.00",Programme Grants for NHS Trusts,CM8 2TL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-544519-110465,"70,000.00",Programme Grants for NHS Trusts,CM8 2TL,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-544520-110537,"112,891.00",Programme Grants for NHS Trusts,NE3 3XT,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-544520-110537,"27,511.00",Research for Patient Benefit,NE3 3XT,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-544522-110515,"20,609.00",Research for Patient Benefit,NE12 8EW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-544522-110515,"84,048.00",Programme Grants for NHS Trusts,NE12 8EW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-544522-110515,"89,852.00",Programme Grants for NHS Trusts,NE12 8EW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"45,976.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"20,339.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"22,301.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"30,952.70",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"67,719.00",Invention for Innovation,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"19,927.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"26,774.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"28,848.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"28,113.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"38,104.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"64,495.80",HTA Researcher Lead,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"18,740.00",Research for Patient Benefit,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"9,110.22",HTA Commissioned Research,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"64,138.16",HTA Researcher Lead,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"59,919.00",Programme Grants for NHS Trusts,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-544523-110535,"120,978.50",HTA Researcher Lead,NG7 2UK,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-544526-110482,"48,333.00",HS & DR,NG3 6AA,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-544526-110482,"14,978.40",HS & DR,NG3 6AA,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-544526-110482,"42,695.55",HS & DR,NG3 6AA,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-544526-110482,"26,656.59",HTA Commissioned Research,NG3 6AA,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-544528-110517,"80,000.00",Programme Grants for NHS Trusts,OX3 7HE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-544528-110517,"25,080.00",Research for Patient Benefit,OX3 7HE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-544528-110517,"38,293.00",Cochrane Review Groupss(CRG),OX3 7HE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-544528-110517,"64,907.00",Invention for Innovation,OX3 7HE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-544528-110517,"29,442.00",Research for Patient Benefit,OX3 7HE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-544528-110517,"56,306.83",HTA Researcher Lead,OX3 7HE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-544528-110517,"21,195.00",Experimental Cancer Medicine Centres,OX3 7HE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-544530-110479,"7,800.88",HTA Researcher Lead,CB3 8RE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-544530-110479,"8,059.00",Research for Patient Benefit,CB3 8RE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-544530-110479,"63,594.30",HTA Commissioned Research,CB3 8RE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PENNINE CARE NHS FOUNDATION TRUST,ERS-544531-110511,"125,532.00",Programme Grants for NHS Trusts,OL6 7SR,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PLYMOUTH HOSPITALS NHS TRUST,ERS-544533-110491,"25,782.00",Research for Patient Benefit,WF3 1WE,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,POOLE HOSPITAL NHS FOUNDATION TRUST,ERS-544535-110471,"26,181.00",Research for Patient Benefit,BH15 2JB,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PORTSMOUTH HOSPITAL NHS TRUST,ERS-544536-110485,"66,668.34",HTA Researcher Lead,PO6 3LY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PORTSMOUTH HOSPITAL NHS TRUST,ERS-544536-110485,"18,566.00",Research for Patient Benefit,PO6 3LY,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND PHE033,ERS-544537-110620,"29,374.00",PROJECTS,SP4 0JG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND PHE033,ERS-544537-110620,"44,416.00",PROJECTS,SP4 0JG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND PHE033,ERS-544537-110620,"14,460.00",PROJECTS,SP4 0JG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND PHE033,ERS-544537-110620,"44,966.00",PROJECTS,SP4 0JG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND PHE033,ERS-544537-110621,"76,912.72",HTA Commissioned Research,NG5 1PB,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL BERKSHIRE NHS FOUNDATION TRUST,ERS-544539-110486,"53,564.00",Research for Patient Benefit,RG1 5AN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-544540-110512,"45,701.82",Commissioned EME,UB9 6JH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-544540-110512,"16,085.88",HS & DR,UB9 6JH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-544540-110512,"123,125.00",Programme Grants for NHS Trusts,UB9 6JH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-544540-110512,"28,548.00",Research for Patient Benefit,UB9 6JH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-544540-110512,"27,818.00",Research for Patient Benefit,UB9 6JH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-544540-110512,"67,989.87",EME - ( NETSCC ),UB9 6JH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-544540-110512,"64,290.42",HTA Researcher Lead,UB9 6JH,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-544541-110475,"22,384.00",Research for Patient Benefit,TR1 2XN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-544541-110475,"105,228.00",Programme Grants for NHS Trusts,TR1 2XN,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-544542-110481,"29,611.00",Research for Patient Benefit,EX2 5DW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-544542-110481,"39,654.00",Research for Patient Benefit,EX2 5DW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-544542-110481,"16,370.00",Research for Patient Benefit,EX2 5DW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-544542-110481,"44,744.82",HTA Commissioned Research,EX2 5DW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-544542-110481,"264,531.25",Rus - Regional Design Service,EX2 5DW,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-544543-110464,"77,855.00",Programme Grants for NHS Trusts,NW3 1QG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-544543-110464,"26,595.00",Research for Patient Benefit,NW3 1QG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-544543-110464,"87,167.00",Programme Grants for NHS Trusts,NW3 1QG,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-544544-110502,"74,349.00",Programme Grants for NHS Trusts,L7 8XP,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-544545-110461,"29,261.00",Research for Patient Benefit,GU2 7XX,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ERS-544546-110470,"32,788.00",Cochrane Review Groupss(CRG),BA1 3NJ,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,ERS-544546-110470,"110,666.00",Programme Grants for NHS Trusts,BA1 3NJ,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-544547-110497,"28,737.00",Research for Patient Benefit,M6 8HD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-544547-110497,"36,945.09",HS & DR,M6 8HD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-544547-110497,"14,142.00",Research for Patient Benefit,M6 8HD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-544547-110497,"149,970.07",HS & DR,M6 8HD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-544547-110497,"18,043.00",Research for Patient Benefit,M6 8HD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-544547-110497,"54,053.01",HS & DR,M6 8HD,,,PUBLIC,,
,,29/09/2015,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-544547-110497,"49,800.42",NIHR Public Health Research ( NETSCC ),M6 8HD,,,PUBLIC,,
