Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Finance & Planning,KPMG,2000000348,57577.54
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Projects,LINKLATERS,2000000349,810
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Projects,THE NICHOLS GROUP,2000000350,1264
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Rail Strategy & Stakeholder Relations,STEER DAVIES & GLEAVE LTD,2000000352,10026.49
Department for Transport,Department for Transport,26/04/2010,Mobile Phone charges,Finance & Planning,VODAFONE LTD,2000000353,4315.2
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Procurement,CAPITA RESOURCING LTD,2000000354,9311.9
Department for Transport,Department for Transport,26/04/2010,Travel Expenses UK,Finance & Planning,RAIL STAFF TRAVEL LTD,2000000355,2883.01
Department for Transport,Department for Transport,26/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,DEVON COUNTY COUNCIL,2000001845,341665
Department for Transport,Department for Transport,26/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,DEVON COUNTY COUNCIL,2000001845,97923
Department for Transport,Department for Transport,26/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,LINCOLNSHIRE COUNTY COUNCIL,2000001846,618217
Department for Transport,Department for Transport,26/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,LINCOLNSHIRE COUNTY COUNCIL,2000001846,18810
Department for Transport,Department for Transport,26/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,NORFOLK COUNTY COUNCIL,2000001847,378692
Department for Transport,Department for Transport,26/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,NORFOLK COUNTY COUNCIL,2000001847,29961
Department for Transport,Department for Transport,26/04/2010,Subsidies to Private Sector,Regional & Local Transport,E STOTT & SONS LTD,2000001848,17472.48
Department for Transport,Department for Transport,26/04/2010,Subsidies to Private Sector,Regional & Local Transport,MIKE DE COURCEY TRAVEL LTD,2000001849,120262.03
Department for Transport,Department for Transport,26/04/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,NOTTINGHAMSHIRE CC,2000001850,7262
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Aviation,HAYS PERSONNEL SERVICE LTD,2000001852,947.78
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Human Resources,HAYS PERSONNEL SERVICE LTD,2000001852,784.29
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Maritime and Dangerous Goods,HAYS PERSONNEL SERVICE LTD,2000001852,958.8
Department for Transport,Department for Transport,26/04/2010,Transport Consultancy,Transport Analysis and Economics,TRL LTD,2000001855,647.99
Department for Transport,Department for Transport,26/04/2010,Travel Expenses UK,Regional & Local Transport,CAPITA BUSINESS SERVICES LTD,2000001856,5195.97
Department for Transport,Department for Transport,26/04/2010,Printing,Maritime and Dangerous Goods,TAURUS PRINT & DESIGN LTD,2000001857,480
Department for Transport,Department for Transport,26/04/2010,Printing,Road & Vehicle Safety & Standards,TAURUS PRINT & DESIGN LTD,2000001857,7680
Department for Transport,Department for Transport,26/04/2010,Printing,Transform Licensing Logistics and Sponsorship,TAURUS PRINT & DESIGN LTD,2000001857,10910
Department for Transport,Department for Transport,26/04/2010,Research,Environment and International,AEA TECHNOLOGY ENVIRONMENT,2000001860,5300
Department for Transport,Department for Transport,26/04/2010,Research,Transform Licensing Logistics and Sponsorship,AEA TECHNOLOGY ENVIRONMENT,2000001860,56293.31
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Finance & Estates ,ALLEN LANE FINANCIAL RECRUITMENT,2000001861,2361.75
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Road & Vehicle Safety & Standards,ALLEN LANE FINANCIAL RECRUITMENT,2000001861,3701.25
Department for Transport,Department for Transport,26/04/2010,IT Consultancy,Regional & Local Transport,ATKINS LTD (MANAGEMENT CONSULTANTS),2000001862,12775
Department for Transport,Department for Transport,26/04/2010,Research,Regional & Local Transport,ATKINS LTD (MANAGEMENT CONSULTANTS),2000001862,8170
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Finance & Estates ,BEACHCROFT LLP,2000001865,1908
Department for Transport,Department for Transport,26/04/2010,Machinery Rental,Regional & Local Transport,CANON (UK) LTD,2000001867,611.82
Department for Transport,Department for Transport,26/04/2010,Publications for Resale,Regional & Local Transport,CORPORATE DOCUMENT SERVICES,2000001868,1860
Department for Transport,Department for Transport,26/04/2010,Computer equipment,Accident Investigating Branches,DELL CORPORATION LTD,2000001869,6151.78
Department for Transport,Department for Transport,26/04/2010,Computer equipment,Legal Services Directorate ,DELL CORPORATION LTD,2000001869,2728.35
Department for Transport,Department for Transport,26/04/2010,IT Consultancy,London and Road Demand Management,DETICA LTD,2000001870,130892.39
Department for Transport,Department for Transport,26/04/2010,Research,Transport Security,DSTL,2000001871,330331
Department for Transport,Department for Transport,26/04/2010,Secondments,Transport Security,DSTL,2000001871,2236.92
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000001872,1276.94
Department for Transport,Department for Transport,26/04/2010,Computer Consumables,Audit and Risk Assurance,EQUANET,2000001873,622.02
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Information Management Directorate,EVOLVE BUSINESS CONSULTANCY LTD,2000001874,18845.83
Department for Transport,Department for Transport,26/04/2010,Research,Regional & Local Transport,AECOM LIMITED,2000001875,11859.85
Department for Transport,Department for Transport,26/04/2010,Research,Transform Licensing Logistics and Sponsorship,AECOM LIMITED,2000001875,21850
Department for Transport,Department for Transport,26/04/2010,Research,Road & Vehicle Safety & Standards,HALCROW GROUP LTD,2000001876,2659.51
Department for Transport,Department for Transport,26/04/2010,Printing,Transform Licensing Logistics and Sponsorship,IMAGE DATA GROUP LTD,2000001877,2784
Department for Transport,Department for Transport,26/04/2010,Training,Transport Security,INFORMA UK LTD,2000001878,2699
Department for Transport,Department for Transport,26/04/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,JACOBS ENGINEERING U.K. LTD,2000001879,26396
Department for Transport,Department for Transport,26/04/2010,Protective Clothing,Accident Investigating Branches,JOHNSON INTERNATIONAL,2000001880,839.92
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Transport Security,JOSEPHINE SAMMONS LTD,2000001882,3681.15
Department for Transport,Department for Transport,26/04/2010,Printing,Transform Licensing Logistics and Sponsorship,LIMETREE OFFSET LTD,2000001885,7200
Department for Transport,Department for Transport,26/04/2010,Payroll monthly run service,Human Resources,LOGICA CMG UK LTD,2000001886,896.6
Department for Transport,Department for Transport,26/04/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,MHTC LIMITED,2000001887,23195
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,London and Road Demand Management,PA CONSULTING SERVICES LIMITED,2000001888,67781.11
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Transport Analysis and Economics,PA CONSULTING SERVICES LIMITED,2000001888,7679.8
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Transform Licensing Logistics and Sponsorship,PRICEWATERHOUSECOOPERS LLP,2000001889,32417.6
Department for Transport,Department for Transport,26/04/2010,Data Supply - Transport Direct,Information Management Directorate,RAIL SETTLEMENT PLAN,2000001890,2350
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Transport Security,REED SPECIALIST RECRUITMENT LTD,2000001891,799.38
Department for Transport,Department for Transport,26/04/2010,IT Consultancy,Transform Licensing Logistics and Sponsorship,SELEX COMMUNICATIONS LTD,2000001892,2580
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,London and Road Demand Management,TDC SYSTEMS LIMITED,2000001895,1157.37
Department for Transport,Department for Transport,26/04/2010,Research,Regional & Local Transport,TRANSPORT RESEARCH LABORATORY,2000001897,10737.26
Department for Transport,Department for Transport,26/04/2010,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000001897,19240.18
Department for Transport,Department for Transport,26/04/2010,Subscriptions to Professional bodies,Human Resources,VOLUNTEER CENTRE WESTMINSTER,2000001898,5000
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Transport Analysis and Economics,WSP DEVELOPMENT LTD,2000001900,2996
Department for Transport,Department for Transport,26/04/2010,Research,Transport Analysis and Economics,WSP DEVELOPMENT LTD,2000001900,23827.83
Department for Transport,Department for Transport,26/04/2010,Services provided by OGDs,Information Management Directorate,NATIONAL ARCHIVES,2000001901,75000
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Human Resources,BROOK STREET BUREAU,2000001902,530.55
Department for Transport,Department for Transport,26/04/2010,Management Consultancy,Road & Vehicle Safety & Standards,VEHICLE & OPERATOR SERVICES AGENCY,2000001905,134674.17
Department for Transport,Department for Transport,26/04/2010,Subscriptions to Professional bodies,Road & Vehicle Safety & Standards,OECD RUE ANDRE PASCAL 2,2000001906,3568.74
Department for Transport,Department for Transport,26/04/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,DIRECT RAIL SERVICES LTD,2000001907,48375
Department for Transport,Department for Transport,26/04/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,GB RAILFREIGHT LTD,2000001908,207915.78
Department for Transport,Department for Transport,26/04/2010,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,JOHN G RUSSELL (TRANSPORT) LTD,2000001910,48104.18
Department for Transport,Department for Transport,26/04/2010,Traffic Survey & Counting Equipment,London and Road Demand Management,LEEDS CITY COUNCIL,2000001911,9086
Department for Transport,Department for Transport,26/04/2010,Support Services,Aviation,NATIONAL AIR TRAFFIC SERV (ENROUTE),2000001912,36848.11
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000001913,25778.16
Department for Transport,Department for Transport,26/04/2010,Support Services,Aviation,LONDON SOUTHEND AIRPORT CO LTD,2000001916,22560
Department for Transport,Department for Transport,26/04/2010,Books,Legal Services Directorate ,WILDY AND SONS LTD,2000001917,722.95
Department for Transport,Department for Transport,26/04/2010,Capital Grants to Local Authorities,Road & Vehicle Safety & Standards,NORTHAMPTONSHIRE COUNTY COUNCIL,2000001918,163478
Department for Transport,Department for Transport,26/04/2010,Current Grants to LAs outside AEF/AEG,Road & Vehicle Safety & Standards,NORTHAMPTONSHIRE COUNTY COUNCIL,2000001918,80030
Department for Transport,Department for Transport,26/04/2010,Agency Staff Costs,Information Management Directorate,MONARCH RECRUITMENT LTD,2000001919,6277.91
Department for Transport,Department for Transport,26/04/2010,Car Hire and Leasing,Accident Investigating Branches,VOLKSWAGON FINANCIAL SERVICES LTD,2000001920,10585.12
Department for Transport,Department for Transport,26/04/2010,HR Consultancy,Human Resources,BENEFEX LIMITED,2000001921,63516.63
Department for Transport,Department for Transport,26/04/2010,Personal Development,Information Management Directorate,THE SYNERGY GROUP LTD,2000001924,2400
Department for Transport,Department for Transport,26/04/2010,Storage & Distribution,Accident Investigating Branches,CAMBERTOWN LIMITED,2000001926,2868.38
Department for Transport,Department for Transport,26/04/2010,Training,Human Resources,TOMORROW TODAY LTD,2000001927,1900
Department for Transport,Department for Transport,26/04/2010,Other Current Grants to NDPBs (in budgets),Maritime and Dangerous Goods,BMT MARINE & OFFSHORE SURVEYS LTD,2000001929,37809.61
Department for Transport,Department for Transport,26/04/2010,Other Current Grants to NDPBs (in budgets),Maritime and Dangerous Goods,MACKINNONS SOLICITORS,2000001930,67250
