Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,Department for Transport,29/05/2013,Prog&ProjMgmt Consul,Rail,OVE ARUP & PARTNERS,2000004361,17829,#,NE1 3PL
Department for Transport,Department for Transport,29/05/2013,Recruitment Fees,Maritime,ROCKPOOLS PEOPLE & PERFORMANCE LTD,2000004362,7200,#,CV1 2TT
Department for Transport,Department for Transport,29/05/2013,Small Software,Transport Direct and Travel information,TRAPEZE GROUP (UK) LTD,2000004364,15721.2,#,BA14 6PH
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,ABUS LTD,2000004405,29944.55,ABUS Ltd,BS4 3NL
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AD-RAINS PSV,2000004406,848.66,AD-RAINS COACHES,SN15 5AP
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AMVALE LTD,2000004426,3912.43,AMVALE LTD,DN31 2TP
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,ARRIVA NORTHUMBRIA LTD,2000004428,306076.61,ARRIVA DURHAM COUNTY,SR3 3XP
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,ARRIVA YORKSHIRE LTD,2000004429,64077.65,Arriva Yorkshire Ltd,WF1 5JX
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,BARTON BUSES,2000004433,141190.93,BARTON BUSES LTD,DE75 7BG
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,BEACON GARAGE,2000004436,34659.58,HOLSWORTHY LTD,EX19 8PS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,BIG LEMON C.I.C,2000004439,7421.22,THE BIG LEMON,BN1 2PW
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,BRIAN JONES COACHES,2000004596,15736.47,Brian Jones Coaches,DA12 2RS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,CASTLE COACHES (SKIPTON),2000004449,938.6,CASTLE COACHES (SKIPTON),BD23 2QR
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,CENTAUR OVERLAND TRAVEL LTD,2000004617,919.91,Centaur Overland Travel Ltd,DA15 8DJ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,COTSWOLD GREEN LTD,2000004577,14064.14,Cotswold Green,GL6 0BS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,COURTNEY COACHES LTD,2000004459,84178.42,COURTNEY COACHES LTD,RG12 1QS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,ENSIGN BUS COMPANY LTD,2000004471,184960.89,Ensign Bus Co Ltd,RM15 4YF
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,FIRST BADGERLINE,2000004475,231005.88,First Bristol Buses Ltd t/a Badgerline,BS24 9AY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,FIRST BADGERLINE,2000004475,68018.1,FIRST BRISTOL BUSES LTD T/A CITY LINE,BS24 9AY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,FIRST DEVON & CORNWALL LTD,2000004476,132652.82,FIRST DEVON & CORNWALL LTD,PL9 7JT
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,HARROGATE & DISTRICT TRAVEL LTD,2000004488,40942.01,Harrogate & District Travel Ltd,HG2 7NY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,IMPERA BUS & COACH LTD,2000004612,42588.34,Impera Bus & Coach Ltd,CH46 4UA
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,IRVINGS COACH HIRE LTD,2000004498,2072.4,Irvings Coach Hire Ltd,CA1 2DE
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,KENT COACH TRAVEL LTD,2000004583,27897.62,Kent Coach Travel Ltd T/A Travelmasters,ME12 1LT
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,L C B TRAVEL,2000004605,5667.83,L.C.B Travel,CM19 4QY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,LANDMARK COACHES LTD,2000004575,2158.67,Landmark Coaches Ltd,SG15 6RF
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,MIDLAND RED (NORTH) LTD,2000004507,251713.5,ARRIVA MIDLANDS NORTH LTD,LE4 8ZN
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,NATIONAL EXPRESS LTD,2000004510,138349.64,NATIONAL EXPRESS LTD,B5 6DD
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,NATIONAL EXPRESS LTD,2000004510,127061.14,NATIONAL EXPRESS LTD (CAMBRIDGE COACH SERVICES),B5 6DD
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,NUTTALLS COACHES,2000004603,12672.57,Nuttalls Coaches Ltd,WA2 8JJ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,OXFORD BUS CO,2000004515,106327.85,City of Oxford Motor Sevices Ltd,OX4 6GA
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,RADIO CONTROLLED,2000004610,2228,Radio Controlled Transport Services Ltd,BL1 1TZ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,RED KITE TRAVEL,2000004519,711.65,RED KITE TRAVEL,WA9 3NP
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,SB TRAVEL,2000004588,19617.7,SB Travel Ltd,DL14 8NZ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,SOMERBUS LTD,2000004542,3719.11,SOMERBUS LTD,BS39 7YR
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,SUNNY TRAVEL,2000004602,42651.69,Sunny Travel,WV13 3HD
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,TYRER TOURS LTD,2000004559,13319.01,TYRER TOURS LTD,BB9 6RS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,VICEROY OF ESSEX LTD,2000004560,1487.02,VICEROY OF ESSEX LTD,CB10 1BU
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,YORKSHIRE COASTLINER LTD,2000004574,175006.29,Yorkshire Coastliner Ltd,HG2 7NY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE CONCERN CAMELFORD & DISTRICT,2000004613,509.24,Age Concern Camelford & District,PL32 9YL
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE CONCERN CANTERBURY,2000004409,840.15,AGE CONCERN CANTERBURY,CT1 2QY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE CONCERN FAVERSHAM,2000004411,1096.67,AGE CONCERN FAVERSHAM,ME13 7AJ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE CONCERN HALESOWEN,2000004412,679.05,AGE CONCERN HALESOWEN,B62 9LN
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE CONCERN HYTHE KENT,2000004414,554.43,AGE CONCERN HYTHE,CT21 6BD
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE CONCERN RUNNYMEDE,2000004417,825.65,AGE UK RUNNYMEDE AND SPELTHORNE,KT16 8PS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE CONCERN SANDWICH,2000004418,604.87,AGE CONCERN SANDWICH,CT9 5DU
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE CONCERN SHREWSBURY MINIBUS,2000004420,842.35,Age Concern Shrewsbury,SY5 0QY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE UK CARLISLE AND EDEN,2000004410,1793.8,AGE UK CARLISLE AND EDEN,CA1 1BG
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE UK NORTH WEST KENT,2000004513,1260.31,AGE UK NORTH WEST KENT - NORTHFLEET,DA11 8AE
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AGE UK WEST SUSSEX,2000004408,558.99,AGE UK WEST SUSSEX(CHERRY TREE CENTRE),BN17 6BP
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,ALZHEIMERS & DEMENTIA SUPPORT,2000004600,779.74,Alzheimers & Dementia Support Services,DA11 8JY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,ARUN COORDINATED COMMUNITY TSPT,2000004430,1595.69,ARUN CO-ORDINATED COMMUNITY TRANSPORT,BN18 0BD
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,AYLESBURY VALE DIAL-A-RIDE LTD,2000004431,2397.68,AYLESBURY VALE DIAL A RIDE,HP19 8TE
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,BARNWOOD HOUSE TRUST,2000004432,827.34,BARNWOOD HOUSE TRUST,GL4 3JX
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,BEACON CENTRE FOR THE BLIND,2000004435,1784.89,BEACON CENTRE FOR THE BLIND,WV4 6AZ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,CALDER VALLEY CLUB,2000004447,876.03,CALDER VALLEY CLUB,HX7 5LN
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,CHARNWOOD CT PROJECT,2000004450,1113.5,Charnwood CT Project,LE11 3HA
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,CHESTER LE STREET & DIS VOL WELFARE,2000004451,500.23,CHESTER LE STREET & DISTRICT VOLUNTARY WELFARE COM,DH2 2DN
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,COMMUNITY LINK STAFFORD & DISTRICT,2000004456,3137.31,COMMUNITY LINK - STAFFORD & DISTRICT,ST16 3EL
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,COMMUNITY TRANSPORT FOR TOWN,2000004425,20815.65,COMMUNITY TRANSPORT FOR TOWN AND COUNTY,DE5 3HY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,DAVENTRY AREA COMMUNITY TRANSPORT,2000004463,1679.78,DAVENTRY AREA COMMUNITY TRANSPORT,NN11 4XG
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,DOWNLAND VOLUNTEER GROUP,2000004467,509.85,DOWNLAND VOLUNTEER GROUP (DIESEL),RG20 6NJ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,EXMOUTH & DISTRICT COMMUNITY,2000004473,1371.81,Exmouth District Community Transport Group,EX8 4RS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,GALLOWAYS SOCIETY FOR THE BLIND,2000004620,1440.66,Galloways Society for the Blind,PR1 0LS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,GO NORTH DEVON LTD,2000004480,2257.36,GO NORTH DEVON LTD,EX32 8RL
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,GRIMSBY DISTRICT DIAL-A-RIDE,2000004483,7588.31,GRIMSBY CLEETHORPE AND DISTRICT DIAL A RIDE,DN31 3HL
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,HARWICH CONNEXIONS TRANS COOP LTD,2000004489,621.1,HARWICH CONNEXIONS TRANSPORT CO-OP (DIESEL),CO12 3NS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,HEALTH FOR ALL (LEEDS) LTD,2000004543,706.99,HEALTH FOR ALL (LEEDS) LTD,LS10 4HX
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,HOLSWORTHY RURAL COMMUNITY,2000004512,1703.08,HOLSWORTHY RURAL COMMUNITY TRANSPORT LTD,EX22 6DL
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,ILFRACOMBE & DISTRICT,2000004497,754.11,Ilfracombe & District Community Transport Assoc,EX34 9AT
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,IVYBRIDGE & DIST COMM TRANS ASSOC,2000004499,1169.99,IVYBRIDGE AND DISTRICT COMMUNITY TRUST,PL21 OLS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,LEONARD CHESHIRE DISABILITY,2000004503,656.91,LEONARD CHESHIRE SERVICES (AMPTHILL) DIESEL,MK45 2HX
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,MERSEYCARE TRANSPORT SERVICES LTD,2000004587,29576.35,MERSEYCARE TRANSPORT SERVICES LTD,CH46 1DW
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,NAFFERTON MILLENNIUM COMMITTEE,2000004509,571.91,NAFFERTON MILLENNIUM COMMITTEE,YO25 4JA
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,NEWTON ABBOT COMMUNITY,2000004511,1829.6,NEWTON ABBOT COMMUNITY TRANSPORT ASSOCIATION,TQ12 2QY
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,PINK LADIES MEMBERS CLUB,2000004590,2625.7,Pink Ladies Members Club,WA2 8TX
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,RAVENSHEAD COMMUNITY PROJECT,2000004518,1040.69,RAVENSHEAD COMMUNITY PROJECT,NG15 9AQ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,RIDE-ABILITY,2000004522,2394.08,RIDE-ABILITY-COASTAL COMMUNITY TRANSPORT,FY1 1PD
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,RURAL AGE CONCERN DARENT VALLEY,2000004527,1371.26,RURAL AGE CONCERN DARENT VALLEY,BR8 8AE
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,RYE & DISTRICT COMMUNITY TRANSPORT,2000004530,794.11,RYE AND DISTRICT COMMUNITY TRANSPORT,TN31 7TE
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,RYECAT LTD T/A,2000004531,5629.62,RYECAT LTD.,YO17 6YB
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,SCOPE ON TEESSIDE,2000004536,1402.04,TEESIDE ABILITY SUPPORT CENTRE,TS5 4EG
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,SKEGNESS DAY CENTRE LTD,2000004540,753.65,SKEGNESS DAY CENTRE,PE25 2BS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,SW HERTS COMMUNITY TRANSPORT SCHEME,2000004549,1454.29,SOUTH WEST HERTS COMMUNITY TRANSPORT,WD3 1DP
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,TAVISTOCK DISTRICT TRANSPORT PSHIP,2000004552,896.14,TAVISTOCK & DISTRICT LOCAL TRANSPORT PARTNERSHIP,PL19 8AJ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,TEESSIDE & DIST SOC FOR THE BLIND,2000004553,751.71,TEESIDE & DISTRICT SOCIETY FOR THE BLIND,TS5 4AH
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,THANET COMMUNITY TRANSPORT,2000004554,5986.13,THANET COMMUNITY TRANSPORT ASSOCIATION,CT10 3JJ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,THE MEDE COMMUNITY &,2000004619,882.95,The Mede Community & Learning Centre,BS4 1TR
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,TORRIDGE TRANSPORT GROUP,2000004557,1032.33,TORRIDGE TRANSPORT GROUP,EX39 2QE
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,TRANSPORT 17 LTD,2000004558,739.34,TRANSPORT 17 LTD,S17 4DR
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,VIKING COMMUNITY TRANSPORT,2000004561,895.21,MALDON DISTRICT COMMUNITY TRANSPORT,CM1 1JZ
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,VOLUNTARY NETWORK,2000004562,2563.48,THE VOLUNTARY NETWORK COMMUNITY TRANSPORT,CB8 8HH
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,WALSALL COMMUNITY TRANSPORT,2000004565,7039.21,WALSALL COMMUNITY TRANSPORT,WS3 3DH
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,WCVB WORCESTER WHEELS,2000004566,1335.78,WORCESTER WHEELS (WCVB),WR1 1JL
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,WEST LANCASHIRE DIAL A RIDE ASSOC,2000004567,3659.46,WEST LANCASHIRE DIAL,L40 8JS
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,WIGAN & DISTRICT COMM TRANSPORT,2000004569,5382.46,WIGAN AND DISTRICT COMMUNITY TRANSPORT,WN5 0PN
Department for Transport,Department for Transport,29/05/2013,Subsidies Private Se,Local,WYCOMBE DIAL A RIDE,2000004572,2779.58,WYCOMBE DIAL A RIDE LTD,HP12 3RE
Department for Transport,Department for Transport,29/05/2013,Traffic Survey & Cou,Roads,TNS UK LTD,2000004363,10065,#,W5 1UA
Department for Transport,Department for Transport,29/05/2013,Training,MPL Director's Office,OXFORD SAID BUSINESS SCHOOL LTD,2000004396,30000,MPLA Leadership Programme ,OX1 5NY
Department for Transport,Department for Transport,29/05/2013,Transport  Consult,Rail,#,2000004393,8721,#,#
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Business Transformation,LA INTERNATIONAL COMPUTER,2000004673,1882.19,#,ST1 5UB
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Permanent Secretary,NETWORKERS INTERNATIONAL (UK) PLC,2000004684,1104.9,#,BR1 1HP
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Permanent Secretary,NETWORKERS INTERNATIONAL (UK) PLC,2000004684,1094.82,#,BR1 1HP
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000004664,4036.38,#,BN11 2BW
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000004664,2719.38,#,BN11 2BW
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000004664,2175.5,#,BN11 2BW
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000004667,4036.38,#,EC4V 4BG
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000004667,3229.1,#,EC4V 4BG
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000004684,3408.78,#,BR1 1HP
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Rail,EXPERIS LTD,2000004672,5390.45,#,EC1R 3DR
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Refran Prog Off,CAPITA RESOURCING LTD,2000004682,12973.25,#,DL1 9HN
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Refran Prog Off,CAPITA RESOURCING LTD,2000004682,21648.82,#,DL1 9HN
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Refran Prog Off,CAPITA RESOURCING LTD,2000004682,4181.4,#,DL1 9HN
Department for Transport,Department for Transport,30/05/2013,Agency Staff Costs,Refran Prog Off,NETWORKERS INTERNATIONAL (UK) PLC,2000004684,883.92,#,BR1 1HP
Department for Transport,Department for Transport,30/05/2013,Audit Fees (cash),Group Internal Audit,PRICEWATERHOUSECOOPERS LLP,2000004675,17000,#,E14 9SQ
Department for Transport,Department for Transport,30/05/2013,Cap Grt Loc Auth,Greener Transport & International,MILTON KEYNES BC,2000004680,93118.29,MK Q4 FY 1213 93118.29,MK9 3EE
Department for Transport,Department for Transport,30/05/2013,Cap Grt Loc Auth,Greener Transport & International,TRANSPORT FOR LONDON,2000004681,658283.81,TfL Q4 FY 1213 658283.81,SE10 1AJ
Department for Transport,Department for Transport,30/05/2013,Cap Grt Pri Sec-Cos.,DASH,EVERSHEDS LLP,2000004687,316500,#,CF10 5BT
Department for Transport,Department for Transport,30/05/2013,Cars Maintenance,Motoring Services,Independent Mercedes & BMW,2000004697,789.15,#,EH54 5DE
