Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department for Transport,Driving Standards Agency,40865,Legal Costs,HR Corporate Expenditure,TREASURY SOLICITOR,5100009510,671.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40870,Legal Costs,HR Corporate Expenditure,TREASURY SOLICITOR,5100009910,15889.47,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40848,Legal Costs,HR Corporate Expenditure,TREASURY SOLICITOR,5100009310,22743.2,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40848,Legal Costs,HR Corporate Expenditure,TREASURY SOLICITOR,5100009311,27394.79,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40850,Legal Costs,HR Corporate Expenditure,TREASURY SOLICITOR,5100009338,38829.47,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009993,475,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100010017,503.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009999,504,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009978,518,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009992,597.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40876,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009979,667.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40876,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100010005,720.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100010015,894,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009990,921.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009988,1003.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40877,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009972,1076.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100010003,1092.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40876,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100010013,1106.55,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40872,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009991,1490.5,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40876,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100009959,1495.33,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40876,Legal Costs,Integrity Team,TREASURY SOLICITOR,5100010002,1764.61,Professional work,WC2B 4TS
Department for Transport,Driving Standards Agency,40868,Research,SDFL Programme,TRL LTD,5100009745,10000,Work done to end Oct 11,RG40 3GA
Department for Transport,Driving Standards Agency,40862,Rates,Tunbridge Wells DTC,TUNBRIDGE WELLS BC,DIRECT DEBIT,1180,300002 01396914 TUNBRIDGE WELLS BC 101286383          990856,
Department for Transport,Driving Standards Agency,40857,Management Consultancy,TFM Project-Total Facilities Management,TURNER & TOWNSEND MANAGEMENT SOLUTI,5100009501,1107.4,Oct-11,LS18 4GH
Department for Transport,Driving Standards Agency,40854,Water,BLACKBURN (DARWEN) MPTC,UNITED UTILITIES PLC,DIRECT DEBIT,540.19,300002 01307156 UNITED UTIL PLC    4158622603         768365,
Department for Transport,Driving Standards Agency,40848,Estate Legal Advisors,Bristol St George DTC,VEALE WASBROUGH VIZARDS,5100009264,862,VW Bristol ST Grge Surrender Disb & Fees,BS1 5WS
Department for Transport,Driving Standards Agency,40848,Estate Legal Advisors,South Norwood DTC,VEALE WASBROUGH VIZARDS,5100009261,424.5,VW South Norwood S26 Notice,BS1 5WS
Department for Transport,Driving Standards Agency,40872,Land & Buildings (excl Dwellings) Capital Cost,Ashford Kent DTC,VEALE WASBROUGH VIZARDS,5100009909,1528,contact centre lease 18.07 - 02.11.2011 - Kent,BS1 5WS
Department for Transport,Driving Standards Agency,40875,Electricity,Atherton (Wigan) MPTC,BRITISH GAS BUSINESS,DIRECT DEBIT,798.2,400530 02206382 BRITISH GAS        A3478159 BGT B2B   941524,
Department for Transport,Driving Standards Agency,40872,Electricity,Cardington,EDF ENERGY,DIRECT DEBIT,2858.69,400530 70954160 EDF ENERGY 1 LTD   16616873           941528,
Department for Transport,Driving Standards Agency,40875,Rates,Edinburgh Currie,City of Edinburgh Council,DIRECT DEBIT,741,830608 00740589 CEC COLLECTION A/C 2066597R           916372,
Department for Transport,Driving Standards Agency,40875,Rates,Edinburgh Musselburgh MPTC,EAST LOTHIAN COUNCIL,DIRECT DEBIT,2282,832225 00100325 ELC RATES          308535109          800438,
Department for Transport,Driving Standards Agency,40875,Rates,Kings Lynn MPTC,KING'S LYNN & WEST NORFOLK,DIRECT DEBIT,1353,089014 61521133 BUSINESS RATES     734293X            648499,
Department for Transport,Driving Standards Agency,40872,Rates,STEETON LGV,BRADFORD METROPOLI,DIRECT DEBIT,1317,560036 78638453 BRADFORD METROPOLI 33132518           850160,
Department for Transport,Driving Standards Agency,40872,Rates,Worksop DTC,BASSETLAW DC,DIRECT DEBIT,568,089044 61031885 BASSETLAW D.C.     4500053749         998206,
Department for Transport,Driving Standards Agency,40856,Motorcycle Maintenance,Glasgow Shiedhall - MPTC,Victor Devine & Company Ltd,5100009482,737.67,RY54NDE service,G3 8BW
Department for Transport,Driving Standards Agency,40837,Motorcycle Maintenance,CBT,VINES OF GUILDFORD       CRAWLEY,GPC,538.64,Motorcycle repair & service,
Department for Transport,Driving Standards Agency,40876,Motorcycle Maintenance,Erith MPTC,VINES OF GUILDFORD LTD,5100010124,488.7,LD55HRC-SERVICE +SIDE STAND,GU1 1RD
Department for Transport,Driving Standards Agency,40862,Rates,Warwick,WARWICK DC,DIRECT DEBIT,1179,402706 71023381 WARWICK D.C.       01      9204504    940447,
Department for Transport,Driving Standards Agency,40872,Rent - L&B (non-PFI),Llandridnod Wells,WELSH ASSEMBLY GOVERNMENT,1900005788,981.66,Llandrindod Wells Rent Reconciliation 2010-2011,CF10 3NQ
Department for Transport,Driving Standards Agency,40848,Rates,GREENHAM MPTC,WEST BERKSHIRE COUNCIL,DIRECT DEBIT,2959,601507 65453441 WEST BERKS COUNCIL 15686764           995856,
Department for Transport,Driving Standards Agency,40877,Rates,GREENHAM MPTC,WEST BERKSHIRE COUNCIL,DIRECT DEBIT,2959,601507 65453441 WEST BERKS COUNCIL 15686764           995856,
Department for Transport,Driving Standards Agency,40857,Rates,DORCHESTER DTC,WEST DORSET DISTRICT COUNCIL,DIRECT DEBIT,1245,401921 01163191 WEST DORSET D.C.   83329447X          980274,
Department for Transport,Driving Standards Agency,40862,Occupational Health Scheme,HR - Policy Team,WESTFIELD CONTRIBUTORY HEALTH SCHEM,5100009667,3596.28,Westfield Health Scheme November 2011,S1 1HT
Department for Transport,Driving Standards Agency,40875,Rates,Atherton (Wigan) MPTC,WIGAN MBC,DIRECT DEBIT,3678,089058 61010327 WIGAN MBC          570124406003       971665,
Department for Transport,Driving Standards Agency,40849,Motorcycle Maintenance,Cheetham Hill,WILLIAMS MOTORCYCLES,5100009308,479.23,"LD55 HPX Rear tyre, cutting out.",M16 9EZ
Department for Transport,Driving Standards Agency,40848,Rates,Chippenham DTC,WILTSHIRE COUNCIL,DIRECT DEBIT,952,404433 51460021 WILTSHIRE COUNCIL  3564799            940736,
Department for Transport,Driving Standards Agency,40877,Rates,Chippenham DTC,WILTSHIRE COUNCIL,DIRECT DEBIT,952,404433 51460021 WILTSHIRE COUNCIL  3564799            940736,
Department for Transport,Driving Standards Agency,40861,Rates,PONTEFRACT DTC ,WMDC (Wakefield council),DIRECT DEBIT,1325,089020 61122121 WMDC DIRECT DEBITS 108660             972992,
Department for Transport,Driving Standards Agency,40862,Rates,Wolverhampton MPTC,WOLVERHAMPTON BC,DIRECT DEBIT,1588,089019 61123557 WOLVERHAMPTON BCPO 50576403           920046,
Department for Transport,Driving Standards Agency,40869,Rent - L&B (non-PFI),Edinburgh Currie,WOODING FAMILY TRUST,5100009811,4125,Edinburgh Currie DTC rent,YO21 3ET
Department for Transport,Driving Standards Agency,40857,Rates,Worcester,WORCESTER CITY CNL,DIRECT DEBIT,999,404717 31707647 WORCESTER CITY CNL 601613805          983156,
Department for Transport,Driving Standards Agency,40871,Rent,Aberdeen MPTC,WORKMAN & PARTNERS,5100009823,49500,ABERDEEN MPTC RENT,BS1 4AB
Department for Transport,Driving Standards Agency,40848,HR Consultancy,HR - Policy Team,WORKPLACE OPTIONS,5100009260,1592.5,October EAP services,W4 5YB
Department for Transport,Driving Standards Agency,40857,Rates,Wrexham DTC,WREXHAM CBC,DIRECT DEBIT,803,558142 96815256 WREXHAM CBC                  54172300 975304,
Department for Transport,Driving Standards Agency,40877,Rates,High Wycombe,WYCOMBE DC,DIRECT DEBIT,1448,601101 83496173 WYCOMBE D.C.       1000340499         930024,
Department for Transport,Driving Standards Agency,40848,Rates,High Wycombe,WYCOMBE DISTRICT COUNCIL,DIRECT DEBIT,1448,601101 83496173 WYCOMBE D.C.       1000340499         930024,
Department for Transport,Driver and Vehicle Licensing Agency,40848,Non Secured stock,Operations,FT PRINT SOLUTIONS,2000249084,3088.8,,WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,40848,Travel Expenses UK,Finance & Strategy,REDFERN TRAVEL LTD,2000249095,5500.27,,BD1 3AZ
Department for Transport,Driver and Vehicle Licensing Agency,40848,Telecom Equipment,Operations,AVAYA UK,2000250425,4500,,GU2 7YL
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000250426,1171.8,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000250426,2383.92,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000250426,1020.6,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000250426,3049.54,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000250426,-1.35,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Secured Stock,Information Services,MBA GROUP LTD,2000250426,529.2,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000250426,501.3,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000250426,22.5,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000250426,1890,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000250426,-0.06,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Machine Consumables ,Finance & Strategy,PREMIER PAPER GROUP LTD,2000250428,3806.2,,BS4 4EX
Department for Transport,Driver and Vehicle Licensing Agency,40848,Debt Collection,Finance & Strategy,Philips Collection Services Ltd,2000250431,3872.17,,DL3 9WT
Department for Transport,Driver and Vehicle Licensing Agency,40848,Translation Services,Operations,THEBIGWORD INTERPRETING,2000250433,2215.3,,LS12 6AB
Department for Transport,Driver and Vehicle Licensing Agency,40848,Travel Expenses UK,Finance & Strategy,REDFERN TRAVEL LTD,2000250437,27958.6,,BD1 3AZ
Department for Transport,Driver and Vehicle Licensing Agency,40848,Diplomatic Vehicle Registration System,Operations,JEPSON & CO LTD,2000251653,1188.5,,S2 3QN
Department for Transport,Driver and Vehicle Licensing Agency,40852,Non Secured stock,Operations,PARAGON GROUP UK LTD,2000251654,7469.48,,SR4 6ST
Department for Transport,Driver and Vehicle Licensing Agency,40851,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000251658,16301.94,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,40851,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000251658,16104,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,40851,Agency Staff Costs,Information Services,CMC PARTNERSHIP (UK) LTD,2000251658,16689.6,,SW1V 2AJ
Department for Transport,Driver and Vehicle Licensing Agency,40848,Machinery Maintenance,Operations,OCE (UK) LTD,2000251661,-10802,,CM14 4DZ
Department for Transport,Driver and Vehicle Licensing Agency,40848,Machinery Maintenance,Operations,OCE (UK) LTD,2000251661,-464.44,,CM14 4DZ
Department for Transport,Driver and Vehicle Licensing Agency,40848,Machinery Maintenance,Operations,OCE (UK) LTD,2000251661,-464.44,,CM14 4DZ
Department for Transport,Driver and Vehicle Licensing Agency,40848,Machinery Maintenance,Operations,OCE (UK) LTD,2000251661,-10802,,CM14 4DZ
Department for Transport,Driver and Vehicle Licensing Agency,40848,Machinery Maintenance,Operations,OCE (UK) LTD,2000251661,21272.88,,CM14 4DZ
Department for Transport,Driver and Vehicle Licensing Agency,40848,Machinery Maintenance,Operations,OCE (UK) LTD,2000251661,10636.44,,CM14 4DZ
Department for Transport,Driver and Vehicle Licensing Agency,40851,Agents Fees,Operations,NSL LTD,2000251662,1118633.87,,W5 1YY
Department for Transport,Driver and Vehicle Licensing Agency,40851,Secured Stock,Information Services,PREMIER PAPER GROUP LTD,2000251664,6753.6,,BS4 4EX
Department for Transport,Driver and Vehicle Licensing Agency,40853,Non Secured stock,Operations,FT PRINT SOLUTIONS,2000253034,1099.68,,WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,40853,Non Secured stock,Operations,FT PRINT SOLUTIONS,2000253034,818.88,,WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,40853,Non Secured stock,Information Services,FT PRINT SOLUTIONS,2000253034,2023.98,,WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,40853,Printing Stock ,Information Services,FT PRINT SOLUTIONS,2000253034,-337.33,,WV4 6QE
Department for Transport,Driver and Vehicle Licensing Agency,40852,Live Running ,Information Services,EDUSERV,2000253035,7301,,BA1 1SR
Department for Transport,Driver and Vehicle Licensing Agency,40851,Secured Stock,Operations,MBA GROUP LTD,2000253036,729.55,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000253036,32.5,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Secured Stock,Operations,MBA GROUP LTD,2000253036,618.62,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000253036,27.65,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Secured Stock,Information Services,MBA GROUP LTD,2000253036,1071.17,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Information Services,MBA GROUP LTD,2000253036,48.38,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Secured Stock,Operations,MBA GROUP LTD,2000253036,547.56,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000253036,24.9,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Secured Stock,Operations,MBA GROUP LTD,2000253036,992.88,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000253036,45.34,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Secured Stock,Operations,MBA GROUP LTD,2000253036,729.55,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000253036,32.5,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000253036,8971.2,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000253036,403.2,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000253036,8971.2,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000253036,403.2,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Non Secured stock,Operations,MBA GROUP LTD,2000253036,8971.2,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40851,Printing Stock ,Operations,MBA GROUP LTD,2000253036,402.48,,MK11 3ET
Department for Transport,Driver and Vehicle Licensing Agency,40853,Stationery (Non-stock),Operations,OFFICE DEPOT UK LIMITED,2000253039,506.75,,NN4 7BW
Department for Transport,Driver and Vehicle Licensing Agency,40853,Secured Stock,Information Services,OFFICE DEPOT UK LIMITED,2000253039,555.18,,NN4 7BW
Department for Transport,Driver and Vehicle Licensing Agency,40853,Secured Stock,Information Services,PREMIER PAPER GROUP LTD,2000253040,2764.8,,BS4 4EX
Department for Transport,Driver and Vehicle Licensing Agency,40853,Secured Stock,Information Services,PREMIER PAPER GROUP LTD,2000253040,-1443,,BS4 4EX
