Department Family,Entity,Date,Expense Type,Expense Area Rev,Supplier,Transaction Number,Amount,Description,Supplier Postcode
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,LANCASHIRE COUNTY COUNCIL,2000014966,3076250,IT Block - third quarterly payment - 2014/15,PR1 0LD
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,Leicester City Council,2000014967,1067750,IT Block - third quarterly payment - 2014/15,LE1 6ZG
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,LEICESTERSHIRE COUNTY COUNCIL,2000014999,1232750,IT Block - third quarterly payment - 2014/15,LE3 8RB
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,Lincolnshire County Council,2000014937,1454000,IT Block - third quarterly payment - 2014/15,LN1 1DN
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,LUTON BOROUGH COUNCIL,2000014968,472500,IT Block - third quarterly payment - 2014/15,LU1 2BQ
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,MEDWAY COUNCIL,2000015008,554000,IT Block - third quarterly payment - 2014/15,ME4 4TR
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,MERSEYSIDE PTA,2000014920,4308500,IT Block - third quarterly payment - 2014/15,L3 2AN
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,MIDDLESBROUGH BC,2000014943,360750,IT Block - third quarterly payment - 2014/15,TS1 2QQ
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,MILTON KEYNES BC,2000014969,556000,IT Block - third quarterly payment - 2014/15,MK9 3EE
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,NEWCASTLE CITY COUNCIL,2000014905,4356500,IT Block - third quarterly payment - 2014/15,NE99 1RD
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,NORFOLK COUNTY COUNCIL,2000014978,1871750,IT Block - third quarterly payment - 2014/15,NR1 2UG
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,North East Lincolnshire Council,2000014906,422000,IT Block - third quarterly payment - 2014/15,DN35 8LN
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,North Lincolnshire Council,2000015000,372250,IT Block - third quarterly payment - 2014/15,DN16 1AB
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,North Somerset Council,2000014970,357750,IT Block - third quarterly payment - 2014/15,BS23 1UJ
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,NORTH YORKSHIRE CC,2000014907,1438250,IT Block - third quarterly payment - 2014/15,DL7 8AL
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,NORTHAMPTONSHIRE CC,2000014972,1417000,IT Block - third quarterly payment - 2014/15,NN4 7DB
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,NORTHUMBERLAND CC,2000014908,679750,IT Block - third quarterly payment - 2014/15,NE61 2EF
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,NOTTINGHAM CITY COUNCIL,2000014921,1439000,IT Block - third quarterly payment - 2014/15,NG1 5NT
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,NOTTINGHAMSHIRE CC,2000014909,1851500,IT Block - third quarterly payment - 2014/15,NG2 7LA
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,OXFORDSHIRE CC,2000014973,1566000,IT Block - third quarterly payment - 2014/15,OX1 1TH
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,PETERBOROUGH CITY COUNCIL,2000014974,527250,IT Block - third quarterly payment - 2014/15,PE1 1FF
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,PLYMOUTH CITY COUNCIL,2000014975,717000,IT Block - third quarterly payment - 2014/15,PL1 2AA
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,POOLE BC,2000014976,338250,IT Block - third quarterly payment - 2014/15,BH15 2RZ
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,PORTSMOUTH CITY COUNCIL,2000015001,556500,IT Block - third quarterly payment - 2014/15,PO1 2BG
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,READING BC,2000014977,523750,IT Block - third quarterly payment - 2014/15,RG1 7TD
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,REDCAR & CLEVELAND BC,2000015002,281500,IT Block - third quarterly payment - 2014/15,TS6 9AR
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,RUTLAND COUNTY COUNCIL,2000014979,73750,IT Block - third quarterly payment - 2014/15,LE15 6HP
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,Sheffield City Region,2000014912,4219250,IT Block - third quarterly payment - 2014/15,S1 4PL
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,SHROPSHIRE COUNTY COUNCIL,2000014911,596250,IT Block - third quarterly payment - 2014/15,SY2 6ND
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,SLOUGH BC,2000014981,300000,IT Block - third quarterly payment - 2014/15,SL1 3UF
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,SOMERSET COUNTY COUNCIL,2000014982,2252250,IT Block - third quarterly payment - 2014/15,TA1 4DY
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,SOUTH GLOUCESTERSHIRE COUNCIL,2000014983,515250,IT Block - third quarterly payment - 2014/15,BS15 9DW
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,Southampton City Council,2000015009,712750,IT Block - third quarterly payment - 2014/15,SO14 7LY
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,SOUTHEND-ON-SEA BC,2000014913,400000,IT Block - third quarterly payment - 2014/15,SS2 6AN
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,STAFFORDSHIRE COUNTY COUNCIL,2000014910,1544500,IT Block - third quarterly payment - 2014/15,ST16 2NF
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,STOCKTON ON TEES BC,2000014985,438000,IT Block - third quarterly payment - 2014/15,TS23 2YS
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,Stoke-On-Trent City Council,2000014914,629750,IT Block - third quarterly payment - 2014/15,ST4 4TS
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,SUFFOLK COUNTY COUNCIL (GRANTS),2000015011,1449000,IT Block - third quarterly payment - 2014/15,IP1 2DH
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,SURREY COUNTY COUNCIL,2000014987,2352750,IT Block - third quarterly payment - 2014/15,KT1 2DN
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,SWINDON BC,2000014988,492500,IT Block - third quarterly payment - 2014/15,SN1 2JH
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,TELFORD & WREKIN DC,2000015004,330000,IT Block - third quarterly payment - 2014/15,TF3 4LF
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,THURROCK DC,2000014989,308750,IT Block - third quarterly payment - 2014/15,RM17 6LT
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,TORBAY BC,2000014990,341250,IT Block - third quarterly payment - 2014/15,TQ1 3DS
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,W YORKS PTA,2000014915,6791250,IT Block - third quarterly payment - 2014/15,LS1 1QS
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,WARRINGTON BC,2000014991,522750,IT Block - third quarterly payment - 2014/15,WA1 1BN
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,Warwickshire County Council,2000015005,1185000,IT Block - third quarterly payment - 2014/15,CV34 4RH
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,WEST BERKSHIRE DC,2000014992,275750,IT Block - third quarterly payment - 2014/15,RG14 2AF
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,West Sussex County Council,2000014993,1609500,IT Block - third quarterly payment - 2014/15,PO19 1RG
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,WILTSHIRE COUNTY COUNCIL,2000014994,938000,IT Block - third quarterly payment - 2014/15,BA14 8JJ
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,WINDSOR & MAIDENHEAD,2000014995,245000,IT Block - third quarterly payment - 2014/15,SL6 1RF
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,WOKINGHAM DC,2000014996,308500,IT Block - third quarterly payment - 2014/15,RG40 1JW
Department for Transport,Department for Transport,22/10/2014,Cap Grt Loc Auth,Local,WORCESTERSHIRE COUNTY COUNCIL,2000015006,1082000,IT Block - third quarterly payment - 2014/15,WR5 2NP
Department for Transport,Department for Transport,22/10/2014,Cycle to Work Scheme,Group Human Resource,CYCLESCHEME LTD,2000015017,1958.33,Cyclescheme 2012/13,BA1 1WX
Department for Transport,Department for Transport,22/10/2014,Childcare Voucher Co,Group Human Resource,COMPUTERSHARE VOUCHER SERVICES,2000015012,28194,#,WS13 8SX
Department for Transport,Department for Transport,22/10/2014,Conferences / Semina,Maritime,Morrow Communications Ltd,2000014938,820,#,BT18 9JQ
Department for Transport,Department for Transport,22/10/2014,Data Supply - TD,Transport Direct&Travel,ATOS IT Services UK Ltd,2000014885,4959.6,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,Financial Consultanc,Rail Strategy & Funding,Five Arrows Leasing Group LTD,2000014935,2400,#,HA5 5LX
Department for Transport,Department for Transport,22/10/2014,Financial Consultanc,Rail Franchising,Pricewaterhouse Coopers LLP,2000014895,53685.6,#,SE1 2RD
Department for Transport,Department for Transport,22/10/2014,Infrastructure Maint,Transport Direct&Travel,"Seapine Software, Inc",2000014941,599,#,45040
Department for Transport,Department for Transport,22/10/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT Services UK Ltd,2000014885,152799.6,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT Services UK Ltd,2000014885,7338.37,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT Services UK Ltd,2000014885,136836,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT Services UK Ltd,2000015014,4339.2,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT Services UK Ltd,2000015014,10714.8,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT Services UK Ltd,2000015014,2736,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,Other Professional F,Group Human Resource,COMPUTERSHARE VOUCHER SERVICES,2000015012,676.66,#,WS13 8SX
Department for Transport,Department for Transport,22/10/2014,Printing,Group Communication,WILLIAMS LEA LIMITED,2000014931,759.62,#,NR3 1PD
Department for Transport,Department for Transport,22/10/2014,Prog&ProjMgmt Consul,Strategic Roads & Smart Ticketing,Rail Settlement Plan,2000014896,761484,#,EC1A 4HD
Department for Transport,Department for Transport,22/10/2014,Property Maintenance,Rail Accident Investigation Branch,Interserve,2000014928,899.16,#,B70 1DA
Department for Transport,Department for Transport,22/10/2014,Publicity,Group Communication,FORSTER LAMOND LTD,2000014933,2996,#,SE1 1RU
Department for Transport,Department for Transport,22/10/2014,Recruitment Fees,Group Human Resource,HM REVENUE & CUSTOMS,2000014940,115730.4,#,BN12 4XH
Department for Transport,Department for Transport,22/10/2014,Small Software,Transport Direct&Travel,ATOS IT Services UK Ltd,2000015014,9331.2,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,Small Software,Group Procurement & Estate,PROCSERVE SHARED SERVICES LTD,2000014929,531.74,#,SW1W 9SR
Department for Transport,Department for Transport,22/10/2014,Subscriptions to Pro,Group Procurement & Estate,CHARTERED INST OF PURCHASING & SUPP,2000014888,2452.92,#,PE9 3NZ
Department for Transport,Department for Transport,22/10/2014,Support Services,Aviation,TAG FARNBOROUGH AIRPORT LTD,2000014898,30377.99,#,GU14 6XA
Department for Transport,Department for Transport,22/10/2014,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000014889,56000,#,RH10 0YR
Department for Transport,Department for Transport,22/10/2014,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000014918,3429.28,#,DL3 6XR
Department for Transport,Department for Transport,22/10/2014,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000014918,-3428.96,#,DL3 6XR
Department for Transport,Department for Transport,22/10/2014,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000015036,720.9,#,DL3 6XR
Department for Transport,Department for Transport,22/10/2014,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000015036,681.24,#,DL3 6XR
Department for Transport,Department for Transport,22/10/2014,Traffic Survey & Cou,"Motoring, Freight & London",PARSONS BRINCKERHOFF LTD,2000014894,7213,#,NE4 7YQ
Department for Transport,Department for Transport,22/10/2014,Training,Portfolio Office,THE RAILWAY CONSULTANCY LTD,2000014919,1300,#,SE19 2LT
Department for Transport,Department for Transport,22/10/2014,Training,Portfolio Office,THE RAILWAY CONSULTANCY LTD,2000014919,1300,#,SE19 2LT
Department for Transport,Department for Transport,22/10/2014,Transport  Consult,Transport Direct&Travel,ATOS IT Services UK Ltd,2000014885,2444.4,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,Transport  Consult,Transport Direct&Travel,ATOS IT Services UK Ltd,2000014885,17268,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,Transport  Consult,Transport Direct&Travel,ATOS IT Services UK Ltd,2000015014,12744,#,WV10 6UH
Department for Transport,Department for Transport,22/10/2014,Transport  Consult,Aviation,JACOBS UK LTD,2000014892,232082.33,#,G2 7HX
Department for Transport,Department for Transport,22/10/2014,Transport  Consult,Rail Franchising,OVE ARUP & PARTNERS,2000014893,35184,#,NE1 3PL
Department for Transport,Department for Transport,22/10/2014,Transport  Consult,Aviation,xxxxxx,2000014936,5600,#,xxxxxx
Department for Transport,Department for Transport,22/10/2014,Water,Rail Accident Investigation Branch,SEVERN TRENT WATER LTD,2000014897,766.61,#,CV3 6SD
Department for Transport,Department for Transport,23/10/2014,Agency Staff Costs,Rail Strategy & Funding,Badenoch & Clark c/o Lauren Rogers,2000015093,4231.02,#,B37 7YE
Department for Transport,Department for Transport,23/10/2014,Agency Staff Costs,Rail Strategy & Funding,Badenoch & Clark c/o Lauren Rogers,2000015093,4231.02,#,B37 7YE
Department for Transport,Department for Transport,23/10/2014,Agency Staff Costs,Rail Strategy & Funding,Badenoch & Clark c/o Lauren Rogers,2000015093,4231.02,#,B37 7YE
Department for Transport,Department for Transport,23/10/2014,Agency Staff Costs,Rail Strategy & Funding,Badenoch & Clark c/o Lauren Rogers,2000015093,4231.02,#,B37 7YE
Department for Transport,Department for Transport,23/10/2014,Cap Grt Loc Auth,Local,ISLE OF WIGHT COUNCIL,2000015121,307650,IT Block - third quarterly payment - 2014/15,PO30 1UD
Department for Transport,Department for Transport,23/10/2014,Cap Grt Loc Auth,"Energy, Technology and International",BIRMINGHAM CITY COUNCIL,2000015097,500000,CVTF payment -  Birmingham CC #500k,B1 1BB
Department for Transport,Department for Transport,23/10/2014,Cap Grt Loc Auth,"Energy, Technology and International",CHARGE YOUR CAR,2000015105,155811,North East PiP Q1 FY1415 155811.00,SR5 3HE
Department for Transport,Department for Transport,23/10/2014,Cap Grt Loc Auth,"Energy, Technology and International",TRANSPORT SCOTLAND,2000015102,1051249.52,Scotland PiP Q1 FY1415 4733-70 Claim 1 of 3,G4 0HF
Department for Transport,Department for Transport,23/10/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Alpha NRG Ltd,2000015110,19000,Alpha NRG Aug 2014 #19000,DH9 9PD
Department for Transport,Department for Transport,23/10/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Ashthorn Electrical Services,2000015115,12995.74,ASHTHORN ELEC AUG 2014 #12995.74,DN15 9LR
Department for Transport,Department for Transport,23/10/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Atkinson Electrical,2000015114,10354.23,ATKINSON ELEC AUG 2014 #10354.23,NG15 9BP
Department for Transport,Department for Transport,23/10/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",David Cowperthwaite Electrical,2000015109,9996.76,COWPERTHWAITE Aug 2014 #9996.76,LA6 1EA
Department for Transport,Department for Transport,23/10/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Evergreen MAC,2000015112,5838.8,EVERGREEN MAC AUG 2014 #5838.80,B30 1BX
Department for Transport,Department for Transport,23/10/2014,Cap Grt Pri Sec-Cos.,"Policy, Legislation and Funding",High Speed Two (HS2) Ltd,2000015106,112364.35,#,E14 5AB
