Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534345,63785.72,Apps and Certs Receipt - APC33041,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534383,14.08,Apps and Certs Receipt - APC33037,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534383,2235.79,Apps and Certs Receipt - APC33037,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534383,161916.65,Apps and Certs Receipt - APC33037,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,3872.03,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,16300.25,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,5720.96,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,12796,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,524563,-96975.61,Apps and Certs Receipt - APC20436,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,526330,-5819.71,Apps and Certs Receipt - APC22456,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,527415,-96148.62,Apps and Certs Receipt - APC24364,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,529286,-8725.11,Apps and Certs Receipt - APC26980,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,530853,-1345.37,Apps and Certs Receipt - APC28817,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,532377,-3472.72,Apps and Certs Receipt - APC31061,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534384,2022328.19,Apps and Certs Receipt - APC33073,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534386,73864.64,Apps and Certs Receipt - APC33053,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,33976.2,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532517,-5422.69,Apps and Certs Receipt - APC31841,M2 5JB
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534360,74602.03,Apps and Certs Receipt - APC33968,M2 5JB
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534361,597.16,Apps and Certs Receipt - APC33968,M2 5JB
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534362,7253.77,Apps and Certs Receipt - APC33968,M2 5JB
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534363,98996.97,Apps and Certs Receipt - APC33968,M2 5JB
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534364,96937.51,Apps and Certs Receipt - APC33968,M2 5JB
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534365,22739.74,Apps and Certs Receipt - APC33968,M2 5JB
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534366,142791.41,Apps and Certs Receipt - APC33968,M2 5JB
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,TARMAC LIMITED,534357,44643.38,Apps and Certs Receipt - APC34898,DN22 8SG
Department For Transport,Highways Agency,05/11/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY OW LIMITED,534351,1968.69,,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VYSIONICS ITS LTD,534329,52532,A14 Huntingdon & A14 Girton - NTL Fibre rental,GU16 7SG
Department For Transport,Highways Agency,05/11/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,534349,1261.8,New vehicle kits invoice 21486,BS24 6TA
Department For Transport,Highways Agency,05/11/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,534350,1261.8,New vehicle kits invoice 21487,BS24 6TA
Department For Transport,Highways Agency,05/11/2012,TOS operational Vehicle repairs,TRAFFIC MANAGEMENT DIRECTORATE,BABCOCK CRITICAL SERVICES LTD,532046,-2943.07,East repair charges September 2012,NG15 0DR
Department For Transport,Highways Agency,05/11/2012,TOS operational Vehicle repairs,TRAFFIC MANAGEMENT DIRECTORATE,BABCOCK CRITICAL SERVICES LTD,532047,-2551.21,North West repair charges September 2012,NG15 0DR
Department For Transport,Highways Agency,05/11/2012,TOS operational Vehicle repairs,TRAFFIC MANAGEMENT DIRECTORATE,BABCOCK CRITICAL SERVICES LTD,532049,-1351.7,West Midlands repair charges September 2012,NG15 0DR
Department For Transport,Highways Agency,05/11/2012,TOS operational Vehicle repairs,TRAFFIC MANAGEMENT DIRECTORATE,BABCOCK CRITICAL SERVICES LTD,532050,-3471.06,National repair charges September 2012,NG15 0DR
Department For Transport,Highways Agency,05/11/2012,WM - Winter Maintenance,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,534345,92225.64,Apps and Certs Receipt - APC33041,OX4 4DQ
Department For Transport,Highways Agency,05/11/2012,WM - Winter Maintenance,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534347,178355.37,Apps and Certs Receipt - APC33742,M2 5JB
Department For Transport,Highways Agency,06/11/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,517225,-1791.74,"Invoice 114298 = PIN L101942 HA v Atkins, Period 24/10/11 to 25/11/11",WC2B 4TS
Department For Transport,Highways Agency,06/11/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,522918,-6332.85,"Area 6 MAC / HA Area 6 Misc Utilities (Potholes, salt etc) - XXXXX March 2012",WC2B 4TS
Department For Transport,Highways Agency,06/11/2012,CM - External Technical Consultant Costs,NETWORK SERVICES DIRECTORATE,W D M LTD (ENGINEERS),534490,26644.42,Late surveys in Area 12 2012 (#26644.42),BS16 4NX
Department For Transport,Highways Agency,06/11/2012,CM - External Technical Consultant Costs,NETWORK SERVICES DIRECTORATE,W D M LTD (ENGINEERS),534492,12522.75,Late surveys in Area 1 2012 (#12522.75),BS16 4NX
Department For Transport,Highways Agency,06/11/2012,CM - External Technical Consultant Costs,NETWORK SERVICES DIRECTORATE,W D M LTD (ENGINEERS),534494,9790.04,late benchmark surveys 2012 (#9790.04),BS16 4NX
Department For Transport,Highways Agency,06/11/2012,CM - Third Party Damage,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,534396,3665.56,Apps and Certs Receipt - APC33035,BS11 9FB
Department For Transport,Highways Agency,06/11/2012,CM - Third Party Damage,NETWORK DELIVERY & DEVELOPMENT,NOTTINGHAMSHIRE POLICE,534387,10303.36,Invoice 10018275,NG2 1RX
Department For Transport,Highways Agency,06/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534445,830.94,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534445,192596.78,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,324127.03,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,534392,290.46,Invoice No VP46872170Q05201 Usage charges for account number 46872170,DH98 1BT
Department For Transport,Highways Agency,06/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534410,745.03,Apps and Certs Receipt - APC34056,M2 5JB
Department For Transport,Highways Agency,06/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534423,6674.76,Apps and Certs Receipt - APC34056,M2 5JB
Department For Transport,Highways Agency,06/11/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534425,517531.41,Apps and Certs Receipt - APC34056,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),503907,-34582,Apps and Certs Receipt - APC7170,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),524922,-30047.18,Apps and Certs Receipt - APC21400,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),524922,-7795.54,Apps and Certs Receipt - APC21400,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),529388,-7195.19,Apps and Certs Receipt - APC27585,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534445,23871.41,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534445,39153.74,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534445,385.4,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534446,59517.2,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534446,5744.47,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534446,599.41,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,495570,-280.55,Apps and Certs Receipt - APC4523,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,498053,-12608.17,Apps and Certs Receipt - APC5412,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,501669,-85695.56,Apps and Certs Receipt - APC6510,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,503531,-5921.3,Apps and Certs Receipt - APC7204,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,505190,-373.34,Apps and Certs Receipt - APC8095,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,506905,-812.17,Apps and Certs Receipt - APC9033,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,509087,-20372.12,Apps and Certs Receipt - APC9893,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,509087,-60523.37,Apps and Certs Receipt - APC9893,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,521204,-21002.24,Apps and Certs Receipt - APC17682,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,525023,-18326.76,Apps and Certs Receipt - APC21609,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,529610,-2748.17,Apps and Certs Receipt - APC27990,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532497,-14325.38,Apps and Certs Receipt - APC31930,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,532546,-82.31,Apps and Certs Receipt - APC32419,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534423,122409.64,Apps and Certs Receipt - APC34056,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534435,590.32,Apps and Certs Receipt - APC34056,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,534454,6289.95,Apps and Certs Receipt - APC33852,M2 5JB
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534482,1035.57,For Invoice AFP020312 dated 2/4/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534484,29064.73,For Invoice AFP010312 dated 2/4/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534486,746.24,For Invo1042012 dated 23/5/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534487,3284.32,For Inv030512 dated 31/5/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534488,1324.9,For Inv040512 dated 31/5/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534491,6857.97,For Inv050512 dated 31/5/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534495,4375.75,For Inv010512 dated 31/5/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534497,3340.18,For Inv02042012 dated 23/5/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534498,21002.17,For 407632644 dated 10/7/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GAI-TRONICS,534499,23839.61,For 408004646 dated 6/9/12,DE13 0BZ
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,WIRELESS SECURITY SOLUTIONS LTD,534504,2902.85,"Ref. 1644 and 1668 - Broadband Lines, SIM Cards and Line Rentals - November 2012",ME19 5JN
Department For Transport,Highways Agency,06/11/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,WIRELESS SECURITY SOLUTIONS LTD,534505,6899.71,Ref. 1525 and 1545 - Supply Broadband Communication/SIM Card Contracts - November 2012,ME19 5JN
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534445,6934.19,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534445,895.93,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534445,3675.86,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,16501.96,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,3180.82,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,7853.26,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,10085.62,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,1046.11,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,174790.82,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,30725.05,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,4575.09,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),534447,4757.53,Apps and Certs Receipt - APC33919,DL1 1TJ
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,534394,9171.4,Apps and Certs Receipt - APC33012,BS11 9FB
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,534396,1079.41,Apps and Certs Receipt - APC33035,BS11 9FB
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,534396,2133.07,Apps and Certs Receipt - APC33035,BS11 9FB
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,534396,3167.16,Apps and Certs Receipt - APC33035,BS11 9FB
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,534405,2972.95,Apps and Certs Receipt - APC32940,BS11 9FB
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,534405,4271.11,Apps and Certs Receipt - APC32940,BS11 9FB
Department For Transport,Highways Agency,06/11/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,495570,-762.35,Apps and Certs Receipt - APC4523,M2 5JB
