Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department For Transport,Highways Agency,09/04/2013,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,600413,6222.71,#,RH10 1TX
Department For Transport,Highways Agency,09/04/2013,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,600414,9432.16,#,RH10 1TX
Department For Transport,Highways Agency,09/04/2013,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,600415,7019.81,#,RH10 1TX
Department For Transport,Highways Agency,09/04/2013,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,600416,6900.31,#,RH10 1TX
Department For Transport,Highways Agency,09/04/2013,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,600419,1970.1,#,RH10 1TX
Department For Transport,Highways Agency,09/04/2013,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,600420,8443.49,#,RH10 1TX
Department For Transport,Highways Agency,09/04/2013,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,600421,997.43,#,RH10 1TX
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,600386,18970.92,PSF A23 Site Assurance Works 02/03/13 - 29/03/13,KT18 5BW
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,600446,1051.13,A66 LONG NEWTON 2012 invoice No12062228 for the period 16 February to 22 March 2013,KT18 5BW
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,CONNECT PLUS (M25) LTD,600426,2890507.98,M25/1027 March 2013,EN6 3NP
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,CONNECT PLUS (M25) LTD,600427,7270134,M25/1028 March 2013,EN6 3NP
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,600432,933908.88,M1 10 - 13 Imp  -  Cert 89,LU5 6HP
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242048,10000,00002151/XXXXXX,CF10 5BT
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,NORFOLK COUNTY COUNCIL,LOMD242003,9190.05,00012611/XXXXXX,NR9 3DN
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,PEEK TRAFFIC LTD,600443,132616.17,M1 10 - 13 Imp HADECS Peek ref 301899 - XXXXXXXXXXX,RG24 8WZ
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239327,3846,HAL00010455/XXXXXX &/25000214902012,SW19 4DT
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD241766,5600,HAL00012039XXXXXX25000130312011,SW19 4DT
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD241864,1370,HAL00011444/XXXXXX /25000211842012,SW19 4DT
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD242045,2468,HAL00010086/XXXXXX/25000214952012,SW19 4DT
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD242059,1298,HAL00010491/XXXXXX/25000214842012,SW19 4DT
Department For Transport,Highways Agency,09/04/2013,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ULTRA ELECTRONICS CONTROLS,600424,11129.9,To pay invoice 1078698,UB6 8UE
Department For Transport,Highways Agency,10/04/2013,Business rates,FINANCE & BUSINESS SERVICES,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,600494,3141.6,Whittlesford Oustation Business rates 2013 / 2014,CB23 6EA
Department For Transport,Highways Agency,10/04/2013,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,600510,26939.56,Apps and Certs Receipt - APC43344,WV1 4RU
Department For Transport,Highways Agency,10/04/2013,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,WEST BERKSHIRE COUNCIL,600502,14601,Non Domestic Rates Demand - Shefford Woodlands - 2013/2014,RG14 5LD
Department For Transport,Highways Agency,10/04/2013,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,WEST BERKSHIRE COUNCIL,600503,53694,Non Domestic Rates Demand - Chievely - 2013/2014,RG14 5LD
Department For Transport,Highways Agency,10/04/2013,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,600510,596800.82,Apps and Certs Receipt - APC43344,WV1 4RU
Department For Transport,Highways Agency,10/04/2013,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,539432,-159306.16,Inv. No. 90122020,AL2 2DQ
Department For Transport,Highways Agency,10/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,600458,49834.75,#,KT18 5BW
Department For Transport,Highways Agency,10/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PARSONS BRINCKERHOFF LIMITED,600527,3715.02,#,NE4 7YQ
Department For Transport,Highways Agency,10/04/2013,Contractor Costs,NETWORK SERVICES DIRECTORATE,UNIVERSITY OF LEEDS,600444,-22481,Work done March 2013 - receipted on behalf of XXXXX,LS2 9JT
Department For Transport,Highways Agency,10/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,WIRELESS SECURITY SOLUTIONS LTD,600506,2902.85,#,ME19 5JN
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600459,1113.61,Lateral Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600460,597.85,The Cube - Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600461,809.69,Woodlands Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600464,519.75,FH Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600465,597.84,TQH Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600468,1311.88,East RCC Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600471,851.9,wm rcc Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600472,547.76,SW RCC Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600473,1240.25,NE RCC Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600474,1015.65,NE RCC Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,600475,1039.5,SE RCC Internal Mail - March 2013,NN3 6YG
Department For Transport,Highways Agency,10/04/2013,Electricity,FINANCE & BUSINESS SERVICES,NORTH YORKSHIRE POLICE,600245,0.48,Electric at Barton Outstation for November 12 - January 13,YO30 4XF
Department For Transport,Highways Agency,10/04/2013,Landlord service charges - admin L&B,FINANCE & BUSINESS SERVICES,BTWSHIELLS,542030,-745.2,FULLY RETURNED - CREDIT REC'D FOR EM S/C APR 13 - JUN 13,BT1 4NJ
Department For Transport,Highways Agency,10/04/2013,Lands Costs,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242073,3972.4,HAL55555553//91158803,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,HAYS SPECIALIST RECRUITMENT LIMITED,600482,990,Wage for XXXXXX w/e 29/03/2013 3 days,KT3 4JQ
Department For Transport,Highways Agency,10/04/2013,Non Civil Servant HA Staff,MAJOR PROJECTS,CAPITA GROUP,600456,1303.2,XXXXXX p/e 31/03/13 Invoice WN4009529,DL1 9HN
Department For Transport,Highways Agency,10/04/2013,Non Civil Servant HA Staff,MAJOR PROJECTS,CAPITA GROUP,600457,15947.1,XXXXXX p/e 03/03/13 - 31/03/13 Invoice WN4009530,DL1 9HN
Department For Transport,Highways Agency,10/04/2013,Non Civil Servant HA Staff,MAJOR PROJECTS,TURNER & TOWNSEND,600531,8102.6,XXXXXX services March 2013,LS18 4GH
Department For Transport,Highways Agency,10/04/2013,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,600521,1392,"XXXXXX, w/e 07/04/13, 4 days worked @#290 per day.",SL1 1DB
Department For Transport,Highways Agency,10/04/2013,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,NETWORKERS INTERNATIONAL PLC,600519,2215.68,411045923 P/E 17/03/13,BR1 1HP
Department For Transport,Highways Agency,10/04/2013,Other external training costs,FINANCE & BUSINESS SERVICES,CADSPEC,600486,900,2 day AUTOCAD TRAINING COURSE AT BRISTOL OFFICE - XXXXXX AND XXXXXX,WR4 9ND
Department For Transport,Highways Agency,10/04/2013,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT A 50 LIMITED,600057,561903.82,Invoice 50.542 & 50.543,NW1 3AX
Department For Transport,Highways Agency,10/04/2013,Prepaid expenses - admin,FINANCE & BUSINESS SERVICES,BEDFORD BOROUGH COUNCIL,600514,355605,Woodlands Business Rates - 2013 / 2014,MK42 9AP
Department For Transport,Highways Agency,10/04/2013,Prepaid expenses - admin,FINANCE & BUSINESS SERVICES,MOLE VALLEY DISTRICT COUNCIL,600500,122460,Fed House Business Rates - 2013 / 2014,RH4 1SJ
Department For Transport,Highways Agency,10/04/2013,Prepaid expenses - programme,FINANCE & BUSINESS SERVICES,BRISTOL CITY COUNCIL,600489,42036.75,SW RCC UNIT 1 AND 2 BUSINESS RATES 2013 / 2014 - DOC - 00418808 AND 00418807,BS99 7PH
Department For Transport,Highways Agency,10/04/2013,Prepaid expenses - programme,FINANCE & BUSINESS SERVICES,BRISTOL CITY COUNCIL,600491,65469,SW RCC BUSINESS RATES - 2013 / 2014,BS99 7PH
Department For Transport,Highways Agency,10/04/2013,Prepaid expenses - programme,FINANCE & BUSINESS SERVICES,HERTSMERE BOROUGH COUNCIL,600495,90903,South Mimms Business Rates 2013 / 2014,WD6 1WA
Department For Transport,Highways Agency,10/04/2013,Prepaid expenses - programme,FINANCE & BUSINESS SERVICES,ST HELENS COUNCIL,600501,69708,NW RCC Rob Lane Business Rates 2013 / 2014,WA10 1UQ
Department For Transport,Highways Agency,10/04/2013,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,600492,7767.32,#,RH10 1TX
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),600509,223868.1,Apps and Certs Receipt - APC44180,DL1 1TJ
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,600522,353874.26,A3 Hindhead Balfour Beatty Certificate 123,RH1 1PQ
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,BIRSE CIVILS LTD,600470,1831253.43,A11 Fiveways. Birse phase 2 cert no.11. Assessment date 01/04/2013,DN18 5BW
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,600529,1886402.08,Interim Application no 11,WV1 4HY
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,600479,28488.44,A5/M1 CCJV   Cert 89,LU5 6HP
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242126,535.8,HAL00004278/XXXXXX/91166951,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242139,610.4,HAL00005623//91167146,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242144,943.3,HAL00001112//91167163,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242146,1049.2,HAL00003687/XXXXXX/91167159,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242147,776.4,HAL00012307//91167168,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242148,866.4,HAL00001096//91167170,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242155,539,00003886/XXXXXX,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242162,2002.75,HAL00001022/XXXXXX/91167184,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242170,596,HAL00010486/XXXXXX/91166794,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD242172,1514.2,HAL00001575/XXXXXX /91139554,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,GENESYS TELECOMMUNICATIONS LTD,541115,-3133.95,NRTS 02724 T- 0086 M1 J32-35a Design Cost Feb 2013,GU14 7BF
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,GEORGE CORDEROY & CO,600516,51279.19,Invoice 19205 date 25 March Peak Demand February Work,ME18 5NN
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,600499,74456.94,M25 A13 Corridor - Jacobs Invoice up to 22 Feb 2013,G2 7HX
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,600496,327858.83,M1 J28-31 PO 1045.1 Nov 2012,OL1 9LH
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,600497,232912.41,M1 J28-31 PO 1045.1 Dec 2012,OL1 9LH
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,600498,121860.45,M1 J28-31 PO 1045.1 Jan 2013,OL1 9LH
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,600504,156844.61,Invoice 5000006836. Fees for Mar 13,OL1 9LH
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,600515,46788.46,Mouchel  Invoice number 5000006965,OL1 9LH
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,SERCO LTD,600512,13541.75,Inv No 90838093 dated 8/4/13 M62 J25 to 30 MMS Serco SCT052 Against IC59 March 2013,RG27 7FR
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,SERCO LTD,600513,1569.9,Inv No 90838094 dated 8/4/13 M62 J25 to 30 MMS Serco SCT066 Against IC59 March 2013,RG27 7FR
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,TREASURY SOLICITOR,LOMD242143,677.2,HAL00010248//TSOL 128149,WC2B 4TS
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,TREASURY SOLICITOR,LOMD242169,1213.2,HAL00010225//TSOL 128150,WC2B 4TS
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,600485,247017.04,URS M4 J3 - 13 Invoice number 5480663,RG21 7PP
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD241993,1347,HAL00010979/XXXXXX/25000001352013,SW19 4DT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD242134,3009,HAL00010982/XXXXXX/25000001362013,SW19 4DT
Department For Transport,Highways Agency,10/04/2013,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,LOMD242171,2860,00012377/XXXXXX/,CF10 5BT
Department For Transport,Highways Agency,10/04/2013,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,543198,-7064.25,#,KT18 5BW
Department For Transport,Highways Agency,10/04/2013,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,600505,7064.25,#,KT18 5BW
Department For Transport,Highways Agency,10/04/2013,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,525793,-537.33,NW VEHICLE CONSUMABLES - 21 MAY - 7 INVOICES,BS24 6TA
Department For Transport,Highways Agency,10/04/2013,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,536337,-537.16,Tingley consumables - invoice 21678-#537.16,BS24 6TA
Department For Transport,Highways Agency,10/04/2013,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,536338,-644.12,Spotbrough consumables - invoice 21679-#644.12,BS24 6TA
Department For Transport,Highways Agency,11/04/2013,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,542430,-810.61,Apps and Certs Receipt - APC41307,M2 5JB
Department For Transport,Highways Agency,11/04/2013,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600537,27277.07,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600538,3428.76,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,CM - Third Party Damage,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600541,87779.19,Apps and Certs Receipt - APC42865,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),600561,105462.51,Apps and Certs Receipt - APC44280,DL1 1TJ
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,EGIS ROAD OPERATION UK LTD,PWI/137458244,85642.1,DARTFORD PENSION SCHEME COSTS MARCH 2013,N3 1QT
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,540417,-757.78,Apps and Certs Receipt - APC39151,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,542430,-15031.62,Apps and Certs Receipt - APC41307,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,542432,-30769.05,Apps and Certs Receipt - APC41307,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600536,52.98,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600536,1664.83,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600536,737.77,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600538,23682.22,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600538,17436.37,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600538,949.38,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600538,106225.97,Apps and Certs Receipt - APC42869,M2 5JB
Department For Transport,Highways Agency,11/04/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,600538,1780.19,Apps and Certs Receipt - APC42869,M2 5JB
