Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,MOBILITY LINK,2000019924,5706.29,MOBILITY LINK LTD,DE15 9AE,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,Nafferton Millenium Committee,2000019925,559.23,NAFFERTON MILLENNIUM COMMITTEE,YO25 4QA,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,NEWBURY HANDYBUS,2000019926,757.51,NEWBURY HANDYBUS,RG14 1AJ,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,NORTH DONCASTER DEVELOPMENT TRUST,2000019929,544.8,NORTH DONCASTER COMMUNITY TRANSPORT,DN5 0AA,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,NORWICH DOOR TO DOOR LTD,2000019930,2657.47,NORWICH DOOR TO DOOR,NR2 3TU,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,Okehampton District Community,2000019931,720.37,OKEHAMPTON DISTRICT COMMUNITY TRANSPORT GROUP,EX20 1FJ,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,OPEN COUNTRY,2000019932,881.52,OPEN COUNTRY,HG1 5LT,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,PETERBOROUGH DIAL A RIDE,2000019934,2010.67,Orton Community Transport Association Ltd,PE2 6SG,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,Plymouth & District Disabled Fship,2000019935,601.09,PLYMOUTH & DISTRICT DISABLED FELLOWSHIP,PL6 7PP,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,ROMNEY MARSH DAY CENTRE,2000019938,549.54,ROMNEY MARSH DAY CENTRE AGE CONCERN,TN28 8JR,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,RUSHMOOR VOLUNTARY TRAVEL,2000019971,1456.92,RUSHMOOR VOLUNTARY SERVICES,GU14 7LE,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,RUSHMOOR VOLUNTARY TRAVEL,2000019971,921.91,RUSHMOOR VOLUNTARY SERVICES(HART SCHEME),GU14 7LE,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,SCOPE WEST SUSSEX,2000019944,1362.41,SCOPE WEST SUSSEX,PO19 5UA,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,SOUTH CENTRAL COMMUNITY TRANSPORT,2000019988,6817.66,South Central Community Transport,L8 6QW,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,South East Dorset,2000019874,874.59,SEDCAT,BH1 4HN,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,South Somerset Association,2000019947,4843.17,South Somerset Association for Voluntary and Commu,BA22 8WA,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,SPEKE GARSTON MINIBUS AGENCY,2000019946,10816.41,SPEKE GARSTON MINIBUS AGENCY,L19 2RF,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,ST HELEN'S COMMUNITY TRANSPORT,2000019991,5257.13,ST HELEN'S COMMUNITY TRANSPORT,WA9 5AA,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,STH SOMERSET COMM ACCESSIBLE TRANS,2000019949,2020.75,SOUTH SOMERSET COMMUNITY ACCESSIBLE TRANSPORT,BA9 9HB,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,SWINDON DIAL A RIDE,2000019952,5307.24,SWINDON DIAL A RIDE,SN2 1DZ,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,TAVISTOCK AREA SUPPORT SERVICES,2000019953,1202.31,TAVISTOCK AREA SUPPORT SERVICES,PL19 8AG,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,THE ENTERPRISE CLUB FOR,2000020000,730.33,The Enterprise Club for Disabled People,CV2 3GL,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,The Grace Eyre Foundation,2000019900,1788.54,The Grace Eyre Foundation,BN3 6ER,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,The Stretton Mayfair Trust,2000019881,1055.98,THE STRETTON MAYFAIR TRUST,SY6 6BL,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,THIRD SECTOR SERVICES,2000020001,5088.43,Third Sector Services,GL53 7HX,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,TISBURY & DISTRICT COM MINIBUS LTD,2000019956,579.08,TISBURY AND DISTRICT COMMUNITY MINIBUS,SP3 6DG,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,TOWER HAMLETS COMMUNITY TRANSPORT,2000019997,10306.59,Tower Hamlets Community Transport,E14 7HP,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,Travel Assist Services Ltd,2000020005,7279.91,Travel Assist Services Ltd,BB3 3EH,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,TRIP COMMUNITY TRANSPORT,2000019957,2616.14,HONITON & DISTRICT RING & RIDE,EX14 1HG,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,TUNBRIDGE WELLS AGE CONCERN,2000019958,918.63,TUNBRIDGE WELLS AGE CONCERN,TN1 2QS,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,WARRINGTON COMMUNITY TRANSPORT,2000019961,3846.88,WARRINGTON COMMUNITY TRANSPORT,WA2 8JJ,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,WEARDALE COMMUNITY TRANSPORT LTD,2000019962,4741.99,WEARDALE COMMUNITY TRANSPORT LTD,DL13 2UB,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,WINSLOW & DISTRICT COMMUNITY BUS,2000019992,500.91,Winslow & District Community Bus,MK18 3D,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,WOKING COMMUNITY TRANSPORT LTD,2000019965,10115.63,WOKING COMMUNITY TRANSPORT LTD,GU22 9LY,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,WYCOMBE DIAL A RIDE,2000019967,2329.74,WYCOMBE DIAL A RIDE LTD,HP10 9UB,
Department for Transport,Department for Transport,29/12/2014,Subsidies Private Se,Local,YORK WHEELS,2000019969,1752.75,YORK WHEELS,YO31 8HE,
Department for Transport,Department for Transport,29/12/2014,Support Services,Aviation,Civil Aviation Authority,2000020024,273706.91,#,RH6 0YR,
Department for Transport,Department for Transport,29/12/2014,Support Services,Aviation,Civil Aviation Authority,2000020024,-75896.73,#,RH6 0YR,
Department for Transport,Department for Transport,29/12/2014,Transport  Consult,Rail Strategy & Funding,ATKINS LTD (TRANSPORT PLANNING),2000020022,5398.32,#,WR5 1TX,
Department for Transport,Department for Transport,29/12/2014,Transport  Consult,Rail Strategy & Funding,ATKINS LTD (TRANSPORT PLANNING),2000020022,12000,#,WR5 1TX,
Department for Transport,Department for Transport,29/12/2014,Transport  Consult,Rail Franchising,ATKINS LTD (TRANSPORT PLANNING),2000020022,60527.89,#,WR5 1TX,
Department for Transport,Department for Transport,29/12/2014,Transport  Consult,Rail Franchising,TRANSPORT RESEARCH LABORATORY,2000020030,121446.64,#,RG40 3GA,
Department for Transport,Department for Transport,30/12/2014,Agency Staff Costs,Group Human Resource,NETWORKERS INTERNATIONAL (UK) PLC,2000020114,1013.52,#,BR1 1HP,
Department for Transport,Department for Transport,30/12/2014,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000020114,3391.26,#,BR1 1HP,
Department for Transport,Department for Transport,30/12/2014,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000020114,1925.7,#,BR1 1HP,
Department for Transport,Department for Transport,30/12/2014,Agency Staff Costs,Rail Franchising,Experis Ltd,2000020106,5526.72,#,EC2M 2RB,
Department for Transport,Department for Transport,30/12/2014,Agency Staff Costs,Group Finance,Experis Ltd,2000020106,3850.32,#,EC2M 2RB,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,LONDON MIDLAND RAILWAY,2000020141,4252856,1510 Wk3 Basic Franchise Payment - LONDON MIDLAND,B2 4JB,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,LONDON MIDLAND RAILWAY,2000020141,465857.11,1510 Wk3 CP5 Rev. Inputs to FM letter dt. 18-09-20,B2 4JB,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,LONDON MIDLAND RAILWAY,2000020141,74027.4,1510 Wk3 Fares Flex + RPI Interim Adjustment 14/15,B2 4JB,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,FIRST KEOLIS TRANSPENNINE,2000020139,7146773,1510 Wk3 Basic Franchise Payment - TRANSPENNINE EX,M1 6LT,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,FIRST KEOLIS TRANSPENNINE,2000020139,-1770105.46,1510 Wk3 CP5 Interim Determination - DfT email dat,M1 6LT,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,FIRST KEOLIS TRANSPENNINE,2000020139,-948750,1510 Wk3 Maintenance Reserve Rebate - 4th Quarter,M1 6LT,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,FIRST KEOLIS TRANSPENNINE,2000020139,12543.81,1510 Wk3 RPI+0 letter dt. 09-Sept.-2014_P1510 - TR,M1 6LT,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,NORTHERN RAIL LTD,2000020140,12583118.32,1510 Wk3 IFA - Franchise Payment - NORTHERN RAIL L,YO1 6HT,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,NORTHERN RAIL LTD,2000020140,-3879915.9,1510 Wk3 IFA - Franchise Payment CP5 Interim Deter,YO1 6HT,
Department for Transport,Department for Transport,30/12/2014,Basic Franchise Pay,Rail Commercial & Programme Office,NORTHERN RAIL LTD,2000020140,269203.05,1510 Wk3 NW Electrics Subsidy (DOA dt. 25/04/2014),YO1 6HT,
Department for Transport,Department for Transport,30/12/2014,Cap Grt Loc Auth,Major Projects & Growth,CROSSRAIL LIMITED,2000020115,270550068,Oct 14 crossrail DfT Sponsor Funding,E14 5LQ,
Department for Transport,Department for Transport,30/12/2014,Car Hire and Leasing,Motoring Services,LEX AUTOLEASE LTD,2000020100,878.8,#,BL9 8RT,
Department for Transport,Department for Transport,30/12/2014,Cars Maintenance,Motoring Services,Cannon's MSA Ltd,2000020128,795,#,CR4 4NB,
Department for Transport,Department for Transport,30/12/2014,Cars Maintenance,Motoring Services,Goodyear Dunlop Tyres UK Ltd,2000020122,852.28,#,B24 9HY,
Department for Transport,Department for Transport,30/12/2014,Financial Consultanc,Major Projects & Growth,Pricewaterhouse Coopers LLP,2000020109,16226.86,#,SE1 2RD,
Department for Transport,Department for Transport,30/12/2014,IT Consultancy,Portfolio Office,Worldline IT Services UK Limited,2000020131,15532.57,#,WV10 6UH,
Department for Transport,Department for Transport,30/12/2014,Legal Consultancy,Rail Franchising,BEVAN BRITTAN,2000020102,18405,#,BS2 0HQ,
Department for Transport,Department for Transport,30/12/2014,Machinery Rental,Motoring Services,DANWOOD GROUP LTD,2000020105,26071.68,#,LN6 3DG,
Department for Transport,Department for Transport,30/12/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000020111,1593.6,#,BS24 9BP,
Department for Transport,Department for Transport,30/12/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000020111,639.8,#,BS24 9BP,
Department for Transport,Department for Transport,30/12/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000020111,2660,#,BS24 9BP,
Department for Transport,Department for Transport,30/12/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000020111,16250,#,BS24 9BP,
Department for Transport,Department for Transport,30/12/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000020111,5305,#,BS24 9BP,
Department for Transport,Department for Transport,30/12/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000020111,1965,#,BS24 9BP,
Department for Transport,Department for Transport,30/12/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000020111,3440,#,BS24 9BP,
Department for Transport,Department for Transport,30/12/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000020111,2660,#,BS24 9BP,
Department for Transport,Department for Transport,30/12/2014,OffEquip (Non-Cap),Group Communication,AVAT LIMITED,2000020118,3681.6,#,RG26 5BH,
Department for Transport,Department for Transport,30/12/2014,Sprs Indexation Pay-,Rail Commercial & Programme Office,LONDON MIDLAND RAILWAY,2000020141,110714,1510 Wk3 Franchise Payment Indexation - LONDON MID,B2 4JB,
Department for Transport,Department for Transport,30/12/2014,Sprs Indexation Pay-,Rail Commercial & Programme Office,FIRST KEOLIS TRANSPENNINE,2000020139,414417,1510 Wk3 Franchise Payment Indexation - TRANSPENNI,M1 6LT,
Department for Transport,Department for Transport,30/12/2014,Sprs Indexation Pay-,Rail Commercial & Programme Office,NORTHERN RAIL LTD,2000020140,229955.73,1510 Wk3 IFA - Franchise Payment Indexation - NORT,YO1 6HT,
Department for Transport,Department for Transport,30/12/2014,Sprs Indexation Pay-,Rail Commercial & Programme Office,NORTHERN RAIL LTD,2000020140,6765.16,1510 Wk3 NW Electrics Indexation (DOA dt. 25/04/20,YO1 6HT,
Department for Transport,Department for Transport,30/12/2014,Support Services,Aviation,Civil Aviation Authority,2000020104,51258,#,RH6 0YR,
Department for Transport,Department for Transport,30/12/2014,Support Services,Strategy and Engagement,COMMUNITIES AND LOCAL GOVERNMENT,2000020143,3379.34,#,HP2 4XN,
Department for Transport,Department for Transport,30/12/2014,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000020112,3456.92,#,DL3 6XR,
Department for Transport,Department for Transport,30/12/2014,Support Services,Aviation,FCO FOREIGN & COMMONWEALTH OFFICE,2000020144,3126.22,#,MK10 1PX,
Department for Transport,Department for Transport,30/12/2014,Training,Group Finance,Kaplan Financial,2000020107,1292.08,#,NE1 3PA,
Department for Transport,Department for Transport,30/12/2014,Training,Rail Franchising,Business Innovation & Skills,2000020136,2000,#,SW1H 0ET,
Department for Transport,Department for Transport,30/12/2014,Transport  Consult,Rail Commercial & Programme Office,OVE ARUP & PARTNERS,2000020108,8374.24,#,NE1 3PL,
Department for Transport,Department for Transport,30/12/2014,Transport  Consult,Rail Franchising,ATKINS LTD (TRANSPORT PLANNING),2000020101,12531.3,#,WR5 1TX,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,2762.06,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,2667.52,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,2777.38,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,549.77,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,2777.38,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,2667.52,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,2762.06,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,2777.38,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000020113,2762.06,#,WC1N 1BY,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,"Motoring, Freight & London",DFT ONE TIME VENDOR,2000020145,2251.86,#,SW1P 4DR,
Department for Transport,Department for Transport,30/12/2014,Travel Expenses UK,Motoring Services,"Transport For London,",2000020130,10282.5,#,SE10 1AP,
Department for Transport,Department for Transport,30/12/2014,Treasury Solicitors,General Counsel's Office,TREASURY SOLICITOR,2000020142,13942.68,#,WC2B 4TS,
Department for Transport,Department for Transport,31/12/2014,Agency Staff Costs,"Energy, Technology and International",BROOK STREET (UK) LIMITED,2000020180,882,#,AL1 4JB,
Department for Transport,Department for Transport,31/12/2014,Agency Staff Costs,Group Finance,Badenoch & Clark c/o Lauren Rogers,2000020173,3277.5,#,B37 7YE,
Department for Transport,Department for Transport,31/12/2014,Agency Staff Costs,Group Finance,Badenoch & Clark c/o Lauren Rogers,2000020173,3277.5,#,B37 7YE,
Department for Transport,Department for Transport,31/12/2014,Agency Staff Costs,Motoring Services,BROOK STREET (UK) LIMITED,2000020180,895.55,#,AL1 4JB,
Department for Transport,Department for Transport,31/12/2014,Agency Staff Costs,Major Projects & Growth,Badenoch & Clark c/o Lauren Rogers,2000020173,2978.16,#,B37 7YE,
