Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,MARSHALLS SUTTON ON TRENT,2000026672,18913.91,Marshalls of Sutton on Trent Ltd,NG23 6PF
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,xxxxxx,2000026695,62957.91,STAGECOACH HARTLEPOOL,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,xxxxxx,2000026695,178633.87,Stagecoach Transit,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,N B M HIRE LTD,2000026674,1918.97,NBM HIRE LTD,CA11 7JW
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,NATIONAL EXPRESS LTD,2000026676,165054.87,NATIONAL EXPRESS LTD (CAMBRIDGE COACH SERVICES),B5 6DD
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,NIBSBUSES LTD,2000026677,19482.53,Nibsbuses Ltd,SS11 8BZ
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,NSL SERVICES LTD,2000026675,13782.92,NSL SERVICES LTD,W5 1YY
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,NU-VENTURE COACHES LTD,2000026678,5501.35,NU-VENTURE COACHES LTD,ME20 7JN
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,POWELLS BUS CO LTD,2000026679,15106.63,POWELLS BUS CO LTD,S66 8HN
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,REAYS COACHES LTD,2000026682,7069.51,REAYS COACHES LTD,CA7 9NE
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,RED ROSE TRAVEL LTD,2000026683,2885.74,RED ROSE TRAVEL LTD,HP17 8TT
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,RICHARDSON TRAVEL LTD,2000026684,4696.31,RICHARDSON TRAVEL LTD,GU29 9RA
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,RIDLERS LTD,2000026685,2052.2,RIDLERS LTD,TA22 9EJ
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,RLB Transport & Repairs LTD,2000026727,8694.67,RLB Transport & Repairs Ltd,S70 2RH
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,ROAD RUNNER BUS AND COACH,2000026731,11980.71,Roadrunner Bus and Coach,YO26 8BE
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,ROBERTS TOURS LTD,2000026686,8938.02,ROBERTS TOURS LTD,LE67 2FX
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,SANDERS COACHES LIMITED,2000026687,77520.62,SANDERS COACHES LTD,NR25 6ER
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,SCARLET BAND BUS & COACH LTD,2000026688,5132.4,Scarlet Band Bus & Coach Ltd,DL17 9LA
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,SHARPES OF NOTTINGHAM,2000026689,3197.19,SHARPE'S OF NOTTINGHAM LTD,NG12 3BE
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,SILVERDALE TOURS LTD,2000026615,2686.86,SILVERDALE TOURS LTD,NG2 4EU
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,SILVERLINE LANDFLIGHT LTD,2000026690,3994.57,SILVERLINE LANDFLIGHT LTD,B91 2JY
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,Somerbus Ltd,2000026692,2072.98,SOMERBUS LTD,BA3 4GD
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,SOUTH YORKSHIRE RIDER LTD,2000026713,4582.01,SOUTH YORKSHIRE RIDER LTD,S75 1HT
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,STAGECOACH BUSWAYS,2000026693,874527.79,Stagecoach Busways,SK3 0DU
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,STAGECOACH EAST MIDLANDS,2000026694,973199,STAGECOACH IN LINCOLNSHIRE,SK3 0DU
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,STAGECOACH IN THE FENS,2000026626,33059.95,Stagecoach in the Fens,CB4 0DN
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,STAGECOACH IN THE FENS,2000026626,110307.48,Stagecoach in the Fens - Bio Diesel,CB4 0DN
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,STAR TRAVEL SERVICES,2000026696,4335.76,Star Travel Services,HP21 7RR
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,STEPHENSONS COACHES LTD,2000026697,50062.42,Stephensons Coaches,SS4 1BS
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,xxxxxx,2000026721,4386.02,Nottingham Minibuses & Coaches,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,SWANAGE TAXIS LTD,2000026698,1052.83,SWANAGE TAXIS LTD,BH19 3EB
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,SWINDON & DISTRICT,2000026699,144160.17,SWINDON & DISTRICT,SK3 0DU
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,Teamdeck Ltd T/A K Line,2000026700,27646.56,TEAMDECK LTD t/a K LINE,HX5 9HD
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,TELLINGS GOLDEN MILLER COACHES,2000026714,13497.63,Tellings Golden Miller Coaches,TW6 2DW
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,THE DIAMOND BUS COMPANY LTD,2000026637,229109.47,THE DIAMOND BUS COMPANY LTD,B7 5JJ
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,THE GREEN BUS COMPANY LIMITED,2000026720,15343.13,THE GREEN BUS COMPANY LTD,B18 5ST
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,THE GREEN TRANSPORT COMPANY LIMITED,2000026655,23576.94,THE GREEN TRANSPORT COMPANY LTD,B18 5ST
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,TLC TRAVEL LTD,2000026702,1744.68,TLC TRAVEL LTD,BD4 7EZ
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,TRAVEL EXPRESS LTD,2000026704,18095.91,Travel Express,WV4 5AT
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,TRAVEL WRIGHT LTD,2000026705,1837.76,Travel Wright Ltd,NG24 2AG
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,TYNE VALLEY COACHES LTD,2000026706,1901.82,Tyne Valley Coaches Ltd,NE46 4QT
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,VICEROY OF ESSEX LTD,2000026708,946.19,VICEROY OF ESSEX LTD,CB10 1BU
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,WIGAN BUSES LTD,2000026710,1632.36,WIGAN BUSES LTD,WN2 1HF
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,WILFREDA LUXURY COACHES,2000026711,7862.12,Wilfreda Luxury Coaches Ltd,DN6 7AY
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,Yelloway Coaches Limited,2000026632,2623.64,YELLOWAY COACHES LIMITED,OL9 9ER
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,Yorkshire Tiger Ltd,2000026715,114220.28,Huddersfield Bus Company,HX5 9HD
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,Local,Z & S Transport Ltd,2000026712,3324.41,Z & S Transport Ltd,HP19 8DY
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000026772,13024.62,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000026772,9009,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000026754,658478.31,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000026756,60636,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000026768,2721.75,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000026768,2945.22,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,13/03/2014,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000026759,1067.76,#,DL3 6XR
Department for Transport,Department for Transport,13/03/2014,Support Services,Aviation,MINISTRY OF DEFENCE,2000026760,32888.8,#,L2 3YL
Department for Transport,Department for Transport,13/03/2014,Training,Air Accident Investigation Branch,HELI AIR LIMITED,2000026775,1333.94,#,CV35 9EU
Department for Transport,Department for Transport,13/03/2014,Training,Group Human Resource,SCT CONSULTANTS LTD,2000026773,4000,#,W8 5RL
Department for Transport,Department for Transport,13/03/2014,Training,"Energy, Technology and International",Thresholds,2000026752,1500,#,BS5 9AY
Department for Transport,Department for Transport,13/03/2014,Transport  Consult,Analysis & Strategy,ATKINS LTD (TRANSPORT PLANNING),2000026741,4534.37,#,WR5 1TX
Department for Transport,Department for Transport,13/03/2014,Transport  Consult,Rail Franchising,Leighfisher Ltd,2000026762,36136.22,#,WC2N 4HG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Corporate Governance,BADENOCH & CLARK,2000026851,3442.44,#,EC4V 4BG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Corporate Governance,BADENOCH & CLARK,2000026851,3442.44,#,EC4V 4BG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000026851,3347.7,#,EC4V 4BG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000026851,3347.7,#,EC4V 4BG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000026851,4036.38,#,EC4V 4BG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000026871,3240,#,SL1 3SA
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Programme Office,BADENOCH & CLARK,2000026851,1755.66,#,EC4V 4BG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Rail Commercial & Programme Office,MORGAN HUNT UK LTD,2000026860,4703.33,#,EC4M 7EG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000026848,2463.84,#,BN11 2BW
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000026871,3840,#,SL1 3SA
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Rail Franchising,BADENOCH & CLARK,2000026851,3270.3,#,EC4V 4BG
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Rail Franchising,CAPITA RESOURCING LTD,2000026872,15405.73,#,DL1 9HN
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Rail Franchising,METHODS CONSULTING LTD,2000026858,15336.65,#,WC2H 8AD
Department for Transport,Department for Transport,14/03/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000026871,3456,#,SL1 3SA
Department for Transport,Department for Transport,14/03/2014,Audit Fees (cash),Rail Commercial & Programme Office,PRICEWATERHOUSECOOPERS LLP,2000026864,15102.5,#,E14 9SQ
Department for Transport,Department for Transport,14/03/2014,Cap Grt Loc Auth,Strategic Roads & Smart Ticketing,NORFOLK COUNTY COUNCIL,2000026877,379930.5,Norfolk Smart Enablement and Smart Ticketing Pilot,NR1 2UG
Department for Transport,Department for Transport,14/03/2014,Cap Grt Pri Sec-Cos.,"Policy, Legislation and Funding",Eversheds LLP,2000026886,835000,#,CF10 5BT
Department for Transport,Department for Transport,14/03/2014,Car Hire and Leasing,Group Finance,ENTERPRISE RENT-A-CAR,2000026879,11699.53,Enterprise - Car Hire -Feb 2014,TW20 8RX
Department for Transport,Department for Transport,14/03/2014,Contract Cleaning,Marine Accident Investigation Branch,PROGRESS CLEANING SERVICES,2000026845,702,#,SO30 2FQ
Department for Transport,Department for Transport,14/03/2014,CurrGrt Las in AEF/A,Strategic Roads & Smart Ticketing,NORFOLK COUNTY COUNCIL,2000026877,95848,Norfolk Smart Enablement and Smart Ticketing Pilot,NR1 2UG
Department for Transport,Department for Transport,14/03/2014,Data Supply - TD,Transport Direct&Travel,BASEMAP LIMITED,2000026880,2848.99,#,GU2 7YG
Department for Transport,Department for Transport,14/03/2014,Data Supply - TD,Transport Direct&Travel,BASEMAP LIMITED,2000026880,1560,#,GU2 7YG
Department for Transport,Department for Transport,14/03/2014,Data Supply - TD,Transport Direct&Travel,BASEMAP LIMITED,2000026880,780,#,GU2 7YG
Department for Transport,Department for Transport,14/03/2014,Data Supply - TD,Transport Direct&Travel,INRIX MEDIA LTD,2000026874,18499.2,#,WA14 1EP
Department for Transport,Department for Transport,14/03/2014,Infrastructure Maint,Motoring Services,IBM UNITED KINGDOM LTD,2000026842,201299.4,#,PO6 3AE
Department for Transport,Department for Transport,14/03/2014,Infrastructure Maint,Motoring Services,IBM UNITED KINGDOM LTD,2000026842,201299.4,#,PO6 3AE
Department for Transport,Department for Transport,14/03/2014,Investigation Servic,Motoring Services,Procordia Ltd,2000026885,994.5,#,TN39 4SR
Department for Transport,Department for Transport,14/03/2014,Investigation Servic,Motoring Services,Procordia Ltd,2000026885,4075.5,#,TN39 4SR
Department for Transport,Department for Transport,14/03/2014,Investigation Servic,Motoring Services,Procordia Ltd,2000026885,1234.5,#,TN39 4SR
Department for Transport,Department for Transport,14/03/2014,IT Consultancy,Rail Strategy & Funding,Lockheed Martin Business,2000026888,1800,#,PA4 9LH
Department for Transport,Department for Transport,14/03/2014,IT Equip Cap Cost,Motoring Services,MISCO,2000026859,4900.75,#,NN8 6GS
Department for Transport,Department for Transport,14/03/2014,IT Equip Cap Cost,Motoring Services,SPECIALIST COMPUTER CENTRES PLC,2000026875,66224.39,#,B11 2LE
Department for Transport,Department for Transport,14/03/2014,IT Equip Cap Cost,Motoring Services,SPECIALIST COMPUTER CENTRES PLC,2000026875,594,#,B11 2LE
Department for Transport,Department for Transport,14/03/2014,IT Ser Running Costs,Motoring Services,INSIGHT DIRECT (UK) LTD,2000026844,78240,#,UB8 1PH
Department for Transport,Department for Transport,14/03/2014,Legal Consultancy,Major Projects & Growth,WINCKWORTH SHERWOOD,2000026868,1047.6,#,SE1 9BB
Department for Transport,Department for Transport,14/03/2014,Legal Consultancy,General Counsel's Office,MORTON FRASER LLP,2000026846,16650.33,#,EH3 9GL
Department for Transport,Department for Transport,14/03/2014,Legal Consultancy,General Counsel's Office,MORTON FRASER LLP,2000026846,6978.6,#,EH3 9GL
Department for Transport,Department for Transport,14/03/2014,Management Consultan,Strategic Roads & Smart Ticketing,WSP UK LTD T/A,2000026869,3763.06,#,RG21 4HJ
Department for Transport,Department for Transport,14/03/2014,Protective Clothing,Marine Accident Investigation Branch,THE WORK CLOTHING COMPANY LTD,2000026881,591,#,RG14 2EZ
Department for Transport,Department for Transport,14/03/2014,Purchasing Card Char,RTL DG's Office,BARCLAYS BANK PLC,2000026852,4143.54,Barclays DFT/ RT&L Mar 2014,NN4 7SG
Department for Transport,Department for Transport,14/03/2014,Purchasing Card Char,RTL DG's Office,BARCLAYS BANK PLC,2000026852,35525.75,Barclays DFT/ RT&L Mar 2014,NN4 7SG
Department for Transport,Department for Transport,14/03/2014,Purchasing Card Char,Centrally held prog-NATs,BARCLAYS BANK PLC,2000026852,36976.29,Barclays DFT/ ISE Mar 2014,NN4 7SG
Department for Transport,Department for Transport,14/03/2014,Purchasing Card Char,Centrally held prog-NATs,BARCLAYS BANK PLC,2000026852,36219.55,Barclays - DFT/ISE -March 2014,NN4 7SG
Department for Transport,Department for Transport,14/03/2014,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000026852,5162.28,Barclays DFT/ R&S Mar 2014,NN4 7SG
Department for Transport,Department for Transport,14/03/2014,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000026852,28979.24,Barclays DFT/ R&S Mar 2014,NN4 7SG
Department for Transport,Department for Transport,14/03/2014,Purchasing Card Char,Pre Re-Organisation,BARCLAYS BANK PLC,2000026852,907.2,Barclays DFT/ HS2 Mar 2014,NN4 7SG
Department for Transport,Department for Transport,14/03/2014,Rent - L&B (non-PFI),Group Procurement & Estate,DWP SHARED SERVICES,2000026839,20091.04,#,CF14 3UW
Department for Transport,Department for Transport,14/03/2014,Research,Local,NATIONAL CENTRE FOR SOCIAL RESEARCH,2000026861,27985.6,#,EC1V 0AX
