Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,
Department For Transport,Highways Agency,03/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,626268,5580.15,Invoice 0862 - M4 Olympic Family Lane Error Correction,GU2 7AR,
Department For Transport,Highways Agency,03/04/2014,Other external training costs,FINANCE & BUSINESS SERVICES,OPP LTD,626249,6236,Inv0489349,OX2 8EP,
Department For Transport,Highways Agency,03/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,626267,7125.52,Invoice 832 M4 Olympic Family Lane - Error Correction,GU2 7AR,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,8569.35,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,FAITHFUL & GOULD,626234,8890.12,"March Invoice No 14000289 - #8,890.12",WR5 1TX,
Department For Transport,Highways Agency,03/04/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,EXPERIS LIMITED,626230,9018.18,xxxxx: Additional funds to cover invoice 73097248,EC1R 3DR,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,626246,9740.28,COFA/Dartford EUD Dry Riser Scheme Inv. no. M25/1501 Dated 21/03/2014,EN6 3NP,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,626245,10732.83,COFA/Dartford EUD Dry Riser Scheme Inv. no. M25/1500 Dated 21/03/2014,EN6 3NP,
Department For Transport,Highways Agency,03/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626242,10803.66,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,IMTECH TRAFFIC & INFRA UK LIMITED,626224,12109.01,Feb 14 fees,RG24 8WZ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,14472.18,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,15102.78,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,15875.54,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626243,17986.36,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,18215.95,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,18533.82,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626243,26987.7,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626241,27269.08,Apps and Certs Receipt - APC66687,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626243,31663.09,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,626266,35160.74,"Invoice 5844429 = A138 Chelmer Viaduct, professional services for period ending 28 March 2014",RG21 7PP,
Department For Transport,Highways Agency,03/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,THE POLICE AND CRIME COMMISSIONER FOR KENT,626229,41139.75,cc3165 3rd Quarter HA contribution to Camera Safety Unit M20 J4-7,TN23 1BT,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,OVE ARUP & PARTNERS,626226,52965.07,For March Fees,NE1 3PL,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626243,61960.17,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,63622.22,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,85970.31,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,94784.79,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,101278.01,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,105027.56,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626251,115245.22,Apps and Certs Receipt - APC66704,M2 5JB,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626243,115313.49,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,626236,121763.35,M45 Geotechnical Works NRTS ID 07574 TAF No T-0249,GU14 7BF,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626243,144887.72,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626258,150373.81,Apps and Certs Receipt - APC66705,M2 5JB,
Department For Transport,Highways Agency,03/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,175283.87,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,626264,399800.94,#,RH1 1PQ,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,458065.4,Apps and Certs Receipt - APC66685,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626258,490470.87,Apps and Certs Receipt - APC66705,M2 5JB,
Department For Transport,Highways Agency,03/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626240,528590.23,Apps and Certs Receipt - APC66688,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626243,580152.22,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,03/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626243,1224363.43,Apps and Certs Receipt - APC66686,DL1 1TJ,
Department For Transport,Highways Agency,04/04/2014,Lands Costs,MAJOR PROJECTS,TREASURY SOLICITOR,LOMD246629,11202,#,WC2B 4TS,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246621,70611.04,00010061/XXXX,CF10 5BT,
Department For Transport,Highways Agency,04/04/2014,Hire car fuel,COMMERCIAL & PROCUREMENT,ENTERPRISE RENT-A-CAR UK LTD,745942,13.69,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,745942,33.95,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car fuel,TRAFFIC MANAGEMENT DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,745942,37.16,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car fuel,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,745942,56.72,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car fuel,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,745942,80.19,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,COMMERCIAL & PROCUREMENT,ENTERPRISE RENT-A-CAR UK LTD,745942,157.52,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car fuel,MAJOR PROJECTS,ENTERPRISE RENT-A-CAR UK LTD,745942,168.22,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,745942,214.78,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,745942,221.94,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,TRAFFIC MANAGEMENT DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,745942,339.67,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car fuel,TRAFFIC MANAGEMENT DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,745942,359.9,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car fuel,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,745942,575.08,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,745942,592.56,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,745942,593.58,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,MAJOR PROJECTS,ENTERPRISE RENT-A-CAR UK LTD,745942,830.05,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,745942,3968.39,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,Hire car rental,TRAFFIC MANAGEMENT DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,745942,4675.94,CAR RENTAL MARCH 2014,TW20 8RX,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD246483,1149.81,HAL00010299/XXXX&/25000185792013,SW19 4DT,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD246633,5800,HAL00010361/XXXX/18000000092012,SW19 4DT,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD243879,991,HAL00012858XXXX/25000188662013,SW19 4DT,
Department For Transport,Highways Agency,04/04/2014,Lands Costs,MAJOR PROJECTS,LAMBERT SMITH HAMPTON,LOMD246628,9750,HAL55555536//ARINV/00171973,CM2 0ND,
Department For Transport,Highways Agency,04/04/2014,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD246632,697.5,HAL55555542//18074826,PE1 1QF,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD246608,802.94,HAL55555544//25000167702013,SW19 4DT,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD246615,1002.42,HAL55555544//25000167722013,SW19 4DT,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD246593,931.53,HAL55555544//91272063,CF10 5BT,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,621482,-22287.84,Apps and Certs Receipt - APC62904,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,607830,-18623.63,Apps and Certs Receipt - APC50550,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NATIONAL GRID PLC (CIS) DIVERT/CONNECT,625038,-16062,Invoice date 10th Match : C4 Invoice amount : #13385.00,WV1 9NZ,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,526158,-10058.37,Apps and Certs Receipt - APC23415,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Landlord service charges - admin L&B,FINANCE & BUSINESS SERVICES,THE POLICE AND CRIME COMMISSIONER FOR KENT,610184,-7500,"Coldhabour Outstation, South East - Rent for October to December 2013. Invoice number 1800028400.",TN23 1BT,
Department For Transport,Highways Agency,04/04/2014,Landlord service charges - admin L&B,FINANCE & BUSINESS SERVICES,THE POLICE AND CRIME COMMISSIONER FOR KENT,617436,-7500,SE RCC Coldharbour Rent Quarter 4,TN23 1BT,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,623495,-5974.27,Apps and Certs Receipt - APC64786,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,623495,-5548.77,Apps and Certs Receipt - APC64786,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,610578,-4086.99,Apps and Certs Receipt - APC52315,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,600221,-3470.04,Apps and Certs Receipt - APC43459,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,623495,-2372.36,Apps and Certs Receipt - APC64786,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,621482,-1854.54,Apps and Certs Receipt - APC62904,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,617094,-1186.8,Apps and Certs Receipt - APC59129,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Medical services payments,FINANCE & BUSINESS SERVICES,HEALTH MANAGEMENT LTD,602625,-875,Invoice 96857 Monthly retainer 1stMay - 30thJune13,BN8 5NN,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,618516,-702.79,Apps and Certs Receipt - APC60900,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,613976,-654.2,Apps and Certs Receipt - APC56335,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626325,15.56,Apps and Certs Receipt - APC66703,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626322,471.24,Apps and Certs Receipt - APC66703,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,SPRING TECHNOLOGY STAFFING SERVICES LTD,626345,506.74,Invoice No R38515/00 work to w/e 30/3/14,B37 7YE,
Department For Transport,Highways Agency,04/04/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,REED SPECIALIST RECRUITMENT LIMITED,626341,531,XXXXX w/c 31-Mar-14 (37.5 Hours),SW20 0BA,
Department For Transport,Highways Agency,04/04/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,BROOK STREET (UK)  LTD,626333,540.6,XXXXX w/c 29-Mar-14 (35.25 Hours),AL1 4ZX,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626325,550.51,Apps and Certs Receipt - APC66703,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,BROOK STREET (UK)  LTD,626305,555.38,xxxxx W/E 04/04/14,AL1 4ZX,
Department For Transport,Highways Agency,04/04/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,626295,653.77,Woodlands DX Services March 14,NN3 6YG,
Department For Transport,Highways Agency,04/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,626336,795.16,w/c 22/03/2014 Inv. no. 30369162 Dated 02/04/2014,AL1 4ZX,
Department For Transport,Highways Agency,04/04/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,626296,841.23,East RCC DX Service March 14,NN3 6YG,
Department For Transport,Highways Agency,04/04/2014,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,626328,898.65,#,RH1 1PQ,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,SPRING TECHNOLOGY STAFFING SERVICES LTD,626334,967.99,"XXXXX inv- R34091/00, PE 23/03/14, 04/04/2014",B37 7YE,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - ICT Admin,FINANCE & BUSINESS SERVICES,BLAKE LAPTHORN,626292,1000,New Lease of Bridge House inv 947432,PO6 4ST,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,626337,1016.3,Mar 14 fees,KT18 5BW,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,626340,1314.95,Inv no 14000464 dated 4/4/14. M1 J39 to 42 ALR. Atkins costs March 2014,KT18 5BW,
Department For Transport,Highways Agency,04/04/2014,Non Civil Servant HA Staff,STRATEGY & PLANNING DIR,SPRING TECHNOLOGY STAFFING SERVICES LTD,626303,1925.86,"invoice nos:r34631/00 - 1,604.88 (net total) - w/e 30/3/14 ",B37 7YE,
Department For Transport,Highways Agency,04/04/2014,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,SPRING TECHNOLOGY STAFFING SERVICES LTD,626344,2026.94,Invoice No R38514/00 work to w/e 23/3/14,B37 7YE,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,SPRING TECHNOLOGY STAFFING SERVICES LTD,626335,2419.98,"XXXXX invoice- R34092/00, PE 30/03/14, 04/04/2014",B37 7YE,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,626308,2841.04,Inv no 1526 dated 31/3/14. M1 J41 PPS. HHJV costs February 2014,GU2 7AR,
Department For Transport,Highways Agency,04/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626322,3523.59,Apps and Certs Receipt - APC66703,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626322,3847.66,Apps and Certs Receipt - APC66703,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Meeting Room Hire,NETWORK DELIVERY & DEVELOPMENT,CALDER CONFERENCES LIMITED,626304,5014.28,Combined Team Meeting Wed 26th March,LS16 6RF,
Department For Transport,Highways Agency,04/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,626329,10264.75,NDD SE Technical Support Services PM1 PO Ref 1078.1 professional fees up to 28/02/14,GU2 7AR,
Department For Transport,Highways Agency,04/04/2014,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,FMG SUPPORT LIMITED,626348,10973.17,HA STO-NVRM,HD1 6NA,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626322,23823.69,Apps and Certs Receipt - APC66703,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626323,26459.23,Apps and Certs Receipt - APC66703,M2 5JB,
Department For Transport,Highways Agency,04/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626322,30780.85,Apps and Certs Receipt - APC66703,M2 5JB,
