DEPARTMENTFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNO|SUMOFAMOUNT|TEXT|POSTCODE
Department for Transport|Highways Agency|04/10/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|PREMIER PEOPLE SOLUTIONS LTD T/A PREMIER PARTNERSHIP|512566|878.94|inv-5067, #878.94, Sept 11 T&S|DN4 5NL
Department for Transport|Highways Agency|04/10/2011|External seminars and conferences|FINANCE & BUSINESS SERVICES|PREMIER PEOPLE SOLUTIONS LTD T/A PREMIER PARTNERSHIP|512569|720.00|inv-5064, #720.00, Presentation skills - 29&30.09.2011|DN4 5NL
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|512570|750.00||SW19 4DT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|VALUATION OFFICE AGENCY|512571|750.00||SW19 4DT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512572|1,600.00||CF10 5BT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512573|1175||CF10 5BT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512574|1,150.00||CF10 5BT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512575|1065.4||CF10 5BT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512577|905.8||CF10 5BT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512578|2312.8||CF10 5BT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512579|2000||CF10 5BT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|512580|1,100.00||CF10 5BT
Department for Transport|Highways Agency|04/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|SANDERSON WEATHERALL|PWI/00006084|700.00|CLAIM|M2 2BQ
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|BOE FOREIGN CURRENCY|30300|104145|ROMAQUIPINVOICE30300|EC2R 8AH
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|468353|-3,614.61|Apps & Certs - April 2010|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|468357|-44148.06|Apps & Certs - April 2010|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|470619|-704.76|Invoice No. 40766845/1, dated 19 April 2010 for the electricity at Pridhamsleigh Depot for the 28/02/10 - 21/03/10|GU95 1AW
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|470872|-2682.44|Apps & Certs - May 2010|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|470875|-34,362.62|Apps & Certs - May 2010|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|BRITISH GAS TRADING LIMITED|474908|-686.81|Invoice No. 41320054/1, dated 17/05/10 for the electricity for the period of 31/03/10 - 30/04/10|GU95 1AW
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|475030|-9,482.69|Apps & Certs - June 2010|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|476404|-1,061.50|Apps & Certs - July 2010|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|478064|-20,257.17|Apps & Certs - July 2010|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|483963|-33,715.97|Apps & Certs - September 2010|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|484553|-3743.82|Apps and Certs Receipt - APC682|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|484572|-70,436.66|Apps and Certs Receipt - APC874|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|484572|-79,701.81|Apps and Certs Receipt - APC874|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|488761|-514.94|Apps and Certs Receipt - APC1884|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|488761|-12,875.75|Apps and Certs Receipt - APC1884|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|BERWIN LEIGHTON PAISNER LLP|492538|-603.19|est dec|EC4R 9HA
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|493482|-127.75|Apps and Certs Receipt - APC3561|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|493482|-17,574.39|Apps and Certs Receipt - APC3561|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|495570|-31,719.40|Apps and Certs Receipt - APC4523|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|495642|-33,566.91|Apps and Certs Receipt - APC4558|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|497885|-33,114.49|Apps and Certs Receipt - APC5322|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|498053|-174757.27|Apps and Certs Receipt - APC5412|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|VARIABLE MESSAGE SIGNS LTD|500259|-26,736.45||NE31 2JZ
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|501668|-4417.22|Apps and Certs Receipt - APC6510|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|501669|-943,623.33|Apps and Certs Receipt - APC6510|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Professional H&S advisors|FINANCE & BUSINESS SERVICES|VALUATION OFFICE AGENCY|502167|-3,050.00|Invoice Number 18000009152010 Date 09/03/11|SW19 4DT
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|502560|-16382.28|Apps and Certs Receipt - APC6808|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|502560|-33,049.90|Apps and Certs Receipt - APC6808|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|503449|-5,092.99|Apps and Certs Receipt - APC7182|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|503449|-41,694.37|Apps and Certs Receipt - APC7182|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|503449|-2,495.40|Apps and Certs Receipt - APC7182|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|503451|-13,409.09|Apps and Certs Receipt - APC7216|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|503451|-7,889.40|Apps and Certs Receipt - APC7216|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|503531|-889,807.28|Apps and Certs Receipt - APC7204|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|504377|-5482.36|Apps and Certs Receipt - APC6918|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|505179|-20302.52|Apps and Certs Receipt - APC7959|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|505179|-93,934.23|Apps and Certs Receipt - APC7959|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|505182|-4,463.10|Apps and Certs Receipt - APC8094|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|505190|-165.75|Apps and Certs Receipt - APC8095|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|505190|-147.53|Apps and Certs Receipt - APC8095|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|505190|-33,583.37|Apps and Certs Receipt - APC8095|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|506107|-1,614.11|Apps and Certs Receipt - APC7851|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|506701|-7,389.47|Apps and Certs Receipt - APC8693|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|506905|-2161.58|Apps and Certs Receipt - APC9033|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|506905|-2,882.11|Apps and Certs Receipt - APC9033|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK SERVICES DIRECTORATE|ENTERPRISEMOUCHEL LIMITED|506905|-1,361.34|Apps and Certs Receipt - APC9033|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|506905|-50,532.96|Apps and Certs Receipt - APC9033|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|507039|-6,552.82|Apps and Certs Receipt - APC8769|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|507046|-39,091.72|Apps and Certs Receipt - APC8839|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|FIELD FISHER WATERHOUSE LLP|508087|-1,608.48|est july|EC3N 2AA
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BT OPENREACH (CIS) DIVERT/CONNECT|508244|-1,164.46||S1 1BA
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|508546|-615.50|Apps and Certs Receipt - APC9308|OX4 4DQ
Department for Transport|Highways Agency|05/10/2011|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|508595|-143.80|Apps and Certs Receipt - APC9626|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|508595|-23,991.47|Apps and Certs Receipt - APC9626|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|508595|-3,220.61|Apps and Certs Receipt - APC9626|DL1 1TJ
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|508626|-46,846.36||GU14 7BF
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|509086|-793.62|Apps and Certs Receipt - APC9893|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|509087|-1362.67|Apps and Certs Receipt - APC9893|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|509087|-105,932.34|Apps and Certs Receipt - APC9893|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|509256|-2,051.85|Apps and Certs Receipt - APC9494|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|509258|-6,661.25|Apps and Certs Receipt - APC9494|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|509259|-5,124.29|Apps and Certs Receipt - APC9494|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Business rates|TRAFFIC MANAGEMENT DIRECTORATE|SOUTH BEDFORDSHIRE DISTRICT COUNCIL|509615|-1,486.67|Business Rates 2011/12 - Toddington|LU6 1LF
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|509794|-394.45|Apps and Certs Receipt - APC10190|OX4 4DQ
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|509794|-14,738.43|Apps and Certs Receipt - APC10190|OX4 4DQ
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|EVERSHEDS LLP|510269|-3,315.65|CC2430 August 2011 accruals legal services|CF10 5BT
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|510567|-5,949.28|Apps and Certs Receipt - APC10351|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|510768|-910.5|Apps and Certs Receipt - APC10759|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|510768|-416,633.50|Apps and Certs Receipt - APC10759|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Professional H&S advisors|FINANCE & BUSINESS SERVICES|VALUATION OFFICE AGENCY|511044|-3,050.00|Invoice 18000003052011 doc 391906 Additional housing cost allowance list Jul2011|SW19 4DT
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|PB LTD|512581|1750.68|Payment of invoice for August 2011|CF11 9HA
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|WSP UK LIMITED|512582|5,825.85|DT11-1 Work undertaken in September 2011 - #5825.85 + #181.01 expenses|RG21 4HJ
Department for Transport|Highways Agency|05/10/2011|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|512583|897.9|Weatherhill consumables September #897.90- invoice number 17322|BS24 6TA
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS ENGINEERING UK LIMITED|512586|2990.2||G2 7HX
Department for Transport|Highways Agency|05/10/2011|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512587|30,372.55|Apps and Certs Receipt - APC11745|WV1 4RU
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512587|10,312.55|Apps and Certs Receipt - APC11745|WV1 4RU
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512587|329,890.95|Apps and Certs Receipt - APC11745|WV1 4RU
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512587|1282.5|Apps and Certs Receipt - APC11745|WV1 4RU
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512587|8806.87|Apps and Certs Receipt - APC11745|WV1 4RU
Department for Transport|Highways Agency|05/10/2011|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512587|285,961.11|Apps and Certs Receipt - APC11745|WV1 4RU
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|512588|4857.94|Apps and Certs Receipt - APC11745|WV1 4RU
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|TRL LTD|512589|10,616.35|fianl invoice for TRL on M25 J7-10 CM Sep 11|RG40 3GA
Department for Transport|Highways Agency|05/10/2011|Printing and Reprographics Operating Costs|FINANCE & BUSINESS SERVICES|RICOH UK LIMITED|512590|510.89|Machine K7256910043, Final Click Charges, B/W 311214 - 347905, Colour 495484 - 518536, 01/06/11 - 30/08/11|NN4 7YB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK SERVICES DIRECTORATE|BRAVOSOLUTION UK LTD|512591|262,520.00|2 Year Renewal - exact amount to be confirmed|EC2M 7AD
Department for Transport|Highways Agency|05/10/2011|Electricity|FINANCE & BUSINESS SERVICES|EDF ENERGY (NON CIS) CHARGES|512592|3349.06|FH Electric for Sept 11- 113307690122|RH10 1TX
Department for Transport|Highways Agency|05/10/2011|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD|512593|1,742.00|For Invoice TYO13046 dated 24/6/11|CB23 8TY
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|PEEKMOUCHEL|512594|564.66|invoice 90080620 period Jul 11|AL2 2DQ
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512596|2799.48|Apps and Certs Receipt - APC11265|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512597|674.04|Apps and Certs Receipt - APC11265|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512598|1,760.56|Apps and Certs Receipt - APC11265|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512598|5.09|Apps and Certs Receipt - APC11265|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512598|1,722.01|Apps and Certs Receipt - APC11265|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512598|53.33|Apps and Certs Receipt - APC11265|M2 5JB
Department for Transport|Highways Agency|05/10/2011|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512598|360.16|Apps and Certs Receipt - APC11265|M2 5JB
Department for Transport|Highways Agency|05/10/2011|Contractors Costs|NETWORK DELIVERY & DEVELOPMENT|ENTERPRISEMOUCHEL LIMITED|512599|61,916.03|Apps and Certs Receipt - APC11265|M2 5JB
