DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|630986|-1199.06|Apps and Certs Receipt - APC71026|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|2486.9|Apps and Certs Receipt - APC72751|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|34048.56|Apps and Certs Receipt - APC72751|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|13337.29|Apps and Certs Receipt - APC72751|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|9658.89|Apps and Certs Receipt - APC72751|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|7543.67|Apps and Certs Receipt - APC72751|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|13407.48|Apps and Certs Receipt - APC72751|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633077|2030.17|Apps and Certs Receipt - APC72724|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633077|14881.98|Apps and Certs Receipt - APC72724|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|633067|2326.02|Apps and Certs Receipt - APC72825|OX4 4DQ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|633099|1609.69|Apps and Certs Receipt - APC72765|OX4 4DQ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|608802|-331.65|Apps and Certs Receipt - APC51494|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|625023|-3461.43|Apps and Certs Receipt - APC65162|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|627149|-52327.75|Apps and Certs Receipt - APC67264|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|627150|-37510.5|Apps and Certs Receipt - APC67264|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628795|-28429.38|Apps and Certs Receipt - APC69095|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|628970|-2392.6|Apps and Certs Receipt - APC69150|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|630710|-67587.67|Apps and Certs Receipt - APC70808|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|633060|3139516.16|Apps and Certs Receipt - APC72641|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|A-ONE + INTEGRATED HIGHWAY SERVICES (CIS)|633063|574255.25|Apps and Certs Receipt - APC72702|DL1 1TJ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|601207|-891|Apps and Certs Receipt - APC43013|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|603479|-2000|Apps and Certs Receipt - APC45870|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|611787|-32518.06|Apps and Certs Receipt - APC53656|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|613472|-962.85|Apps and Certs Receipt - APC55769|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|613479|-27064.84|Apps and Certs Receipt - APC55803|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|620631|-2599.02|Apps and Certs Receipt - APC61912|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|622247|-7682|Apps and Certs Receipt - APC63544|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|624806|-150988.13|Apps and Certs Receipt - APC65392|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|625115|-770|Apps and Certs Receipt - APC65387|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|627247|-2399.83|Apps and Certs Receipt - APC67564|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|629128|-12396.54|Apps and Certs Receipt - APC69300|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|629135|-11215.62|Apps and Certs Receipt - APC69271|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|630744|-215517.49|Apps and Certs Receipt - APC71053|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|630748|-377|Apps and Certs Receipt - APC71007|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|633024|2180849.63|Apps and Certs Receipt - APC72810|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|633025|85383|Apps and Certs Receipt - APC72791|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|627235|-29888.82|Apps and Certs Receipt - APC67628|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|629136|-569.18|Apps and Certs Receipt - APC69251|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|629137|-16316.99|Apps and Certs Receipt - APC69251|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|631495|-260.82|Apps and Certs Receipt - APC71071|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|633013|297956.25|Apps and Certs Receipt - APC72826|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|633018|104529.3|Apps and Certs Receipt - APC72826|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|601247|-1005.68|Apps and Certs Receipt - APC44462|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|604075|-3452.69|Apps and Certs Receipt - APC45958|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|605871|-2271.98|Apps and Certs Receipt - APC48097|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|621035|-1173.91|Apps and Certs Receipt - APC61746|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|622613|-5424.84|Apps and Certs Receipt - APC63495|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|626189|-330309.21|Apps and Certs Receipt - APC65302|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|626190|-7278.97|Apps and Certs Receipt - APC65322|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|628286|-15782.08|Apps and Certs Receipt - APC67329|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|628289|-12612.08|Apps and Certs Receipt - APC67349|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|629456|-9291.88|Apps and Certs Receipt - APC69149|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|629458|-5174.65|Apps and Certs Receipt - APC69067|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|630986|-4833.75|Apps and Certs Receipt - APC71026|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|630988|-14745.71|Apps and Certs Receipt - APC70584|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|494742.75|Apps and Certs Receipt - APC72751|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633075|328672.7|Apps and Certs Receipt - APC72726|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633077|2768310.71|Apps and Certs Receipt - APC72724|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|624379|-4416.58|Apps and Certs Receipt - APC65244|OX4 4DQ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|626993|-5393.95|Apps and Certs Receipt - APC67348|OX4 4DQ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|628913|-58555.96|Apps and Certs Receipt - APC69054|OX4 4DQ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|630786|-66562.66|Apps and Certs Receipt - APC71034|OX4 4DQ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|633070|1849980.08|Apps and Certs Receipt - APC72827|OX4 4DQ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|613479|-717.16|Apps and Certs Receipt - APC55803|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|627246|-5048.51|Apps and Certs Receipt - APC67565|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|629135|-2280.15|Apps and Certs Receipt - APC69271|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|630744|-37623.68|Apps and Certs Receipt - APC71053|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|630748|-18125.89|Apps and Certs Receipt - APC71007|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|633024|518391.07|Apps and Certs Receipt - APC72810|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD AREA 10 ASC|633025|66709.12|Apps and Certs Receipt - APC72791|WA3 7PG|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|629137|-598.68|Apps and Certs Receipt - APC69251|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|631495|-5623.28|Apps and Certs Receipt - APC71071|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|633013|1642.45|Apps and Certs Receipt - APC72826|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|633018|31781.67|Apps and Certs Receipt - APC72826|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|633047|95096.74|Apps and Certs Receipt - APC72759|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|EM HIGHWAY SERVICES LTD|633048|30153.85|Apps and Certs Receipt - APC72758|M2 5JB|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE CONSTRUCTION LIMITED|633050|750000|Apps and Certs Receipt - APC72749|B23 7RZ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|INTERSERVE CONSTRUCTION LIMITED|633051|141494.18|Apps and Certs Receipt - APC72750|B23 7RZ|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|633004|2230.25|Invoice 1149128 = Remit AR3279 relating to Basic Asset Protection Agreement for possession of the line near Wymondham Road bridge.  2nd Interim invoice for estimated costs as per agreement.|B1 1RT|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|541146|-24500.83|Apps and Certs Receipt - APC41004|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|615944|-9819.31|Apps and Certs Receipt - APC57724|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|628286|-2163.65|Apps and Certs Receipt - APC67329|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|96227.69|Apps and Certs Receipt - APC72751|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633077|1879611.91|Apps and Certs Receipt - APC72724|WD3 9AS|
Department for Transport|Highways Agency|16/07/2014|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|633089|3347.92|Payment for invoice no VP75270570Q01801|DH98 1BT|
Department for Transport|Highways Agency|16/07/2014|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|COLAS LTD|633052|91786.37|Monthly Maintenance Charges for Contract 1/179 July 2014|RH10 4NF|
Department for Transport|Highways Agency|16/07/2014|TEC - Technology Maintenance|NETWORK DELIVERY & DEVELOPMENT|COLAS LTD|633105|2266|Site Maintenance HASO 1404481101 AMi Swap M4|RH10 4NF|
Department for Transport|Highways Agency|17/07/2014|CM - Compensation / Variation Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|633173|16831.96|#|CR7 7XA|
Department for Transport|Highways Agency|17/07/2014|CM - Compensation / Variation Costs|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633185|1012.07|Apps and Certs Receipt - APC72770|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|633124|98716.44|#|CR7 7XA|
Department for Transport|Highways Agency|17/07/2014|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633189|683763.77|Apps and Certs Receipt - APC72681|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Managing Agent Mobilisation/ De-Mobilisation|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|633180|18543.75|Apps and Certs Receipt - APC71764|BS32 4SR|
Department for Transport|Highways Agency|17/07/2014|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|610764|-2226.2|Apps and Certs Receipt - APC52927|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|619494|-1335.72|Apps and Certs Receipt - APC61504|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633181|2671.44|Apps and Certs Receipt - APC72731|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633182|1602.86|Apps and Certs Receipt - APC72723|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Term Maintenance Preliminaries|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633183|15310.22|Apps and Certs Receipt - APC72621|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Third Party Damage|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633186|42452.1|Apps and Certs Receipt - APC72768|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Third Party Damage|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633187|8852.75|Apps and Certs Receipt - APC72768|WD3 9AS|
Department for Transport|Highways Agency|17/07/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|632107|-29.47|Apps and Certs Receipt - APC70866|OX4 4DQ|
Department for Transport|Highways Agency|17/07/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|633114|24843.76|Apps and Certs Receipt - APC72828|OX4 4DQ|
Department for Transport|Highways Agency|17/07/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|633115|4935.36|Apps and Certs Receipt - APC72829|OX4 4DQ|
Department for Transport|Highways Agency|17/07/2014|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|PARSONS BRINCKERHOFF LIMITED|633167|2866.21|Invoice 182622 = National Spatial Planning Arrangement, PIN 523827, Charges for period to 30 June 2014|NE4 7YQ|
