DEPARTMENTALFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE|2
Department For Transport|Highways England|15/07/2015|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662124|8810.33|Apps and Certs Receipt - APC93908|WD3 9AS|
Department For Transport|Highways England|15/07/2015|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662127|39541.88|Apps and Certs Receipt - APC93865|WD3 9AS|
Department For Transport|Highways England|15/07/2015|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662127|2569.52|Apps and Certs Receipt - APC93865|WD3 9AS|
Department For Transport|Highways England|15/07/2015|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662130|4171.1|Apps and Certs Receipt - APC93895|WD3 9AS|
Department For Transport|Highways England|15/07/2015|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SSE POWER DISTRIBUTION (CIS) DIVERT/CONNECT|662115|1085.27|#|PO9 5DD|
Department For Transport|Highways England|15/07/2015|Contractor Costs|PROFESSIONAL & TECHNICAL SOLS|HALCROW GROUP LTD|614096|2007.46|#|GL1 2NS|
Department For Transport|Highways England|15/07/2015|Contractor Costs|PROFESSIONAL & TECHNICAL SOLS|OVE ARUP & PARTNERS|662102|19002|Work Completed in July 2015|NE1 3PL|
Department For Transport|Highways England|15/07/2015|Contractor Costs|PROFESSIONAL & TECHNICAL SOLS|WSP UK LIMITED|662140|4878.28|Reimbursement for invoice no. 64214368, our ref: 00460200|RG21 4HJ|
Department For Transport|Highways England|15/07/2015|External seminars and conferences|NETWORK DELIVERY & DEVELOPMENT|MILES HILTON-BARBER LTD|662105|5000|Payment for motivational speech 16/06/2015 - XXXXX - without VAT #5,000|DE56 4DH|
Department For Transport|Highways England|15/07/2015|Legal advice|FINANCE & BUSINESS SERVICES|GOVERNMENT LEGAL DEPARTMENT|662066|28751.99|Government Legal Dept Invoice No. 418475 Red Claims Work June 2015|GL1 2AZ|
Department For Transport|Highways England|15/07/2015|Legal advice|FINANCE & BUSINESS SERVICES|GOVERNMENT LEGAL DEPARTMENT|662133|629|Accounts Receivable TSol fees July 2015|GL1 2AZ|
Department For Transport|Highways England|15/07/2015|Meeting Room Hire|CUSTOMER OPERATIONS|CALDER CONFERENCES LIMITED|662048|1227.89|TM1A foundation training Hilton Bromsgrove  #1023.24|LS16 6RF|
Department For Transport|Highways England|15/07/2015|Meeting Room Hire|MAJOR PROJECTS|CALDER CONFERENCES LIMITED|662059|1496.64|Inv Nr:153610 Inv Date: 13 July 2015 Woodland Grange Conference Centre - Leamington Spa 15 June 2015|LS16 6RF|
Department For Transport|Highways England|15/07/2015|Meeting Room Hire|MAJOR PROJECTS|CALDER CONFERENCES LIMITED|662060|1689.6|Inv Nr:153609 Inv Date: 13 July 15 Woodland Grange Conference Centre - Leamington Spa 29 June 2015|LS16 6RF|
Department For Transport|Highways England|15/07/2015|Meeting Room Hire|NETWORK DELIVERY & DEVELOPMENT|CALDER CONFERENCES LIMITED|662094|570.54|Invoice 153521 for Cycling Schemes ADT Workshop on 06/07/15|LS16 6RF|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|MAJOR PROJECTS|BROOK STREET (UK)  LTD|662104|1011.23|XXXXX Invoice 30264109, PE 03/07/15|AL1 4ZX|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|NETWORK DELIVERY & DEVELOPMENT|BROOK STREET (UK)  LTD|662053|523.78|cc2120 XXXXX w/e 03/07/15|AL1 4ZX|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|NETWORK DELIVERY & DEVELOPMENT|BROOK STREET (UK)  LTD|662056|697.52|cc2120 XXXXX w/e 03/07/15|AL1 4ZX|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|NETWORK DELIVERY & DEVELOPMENT|BROOK STREET (UK)  LTD|662068|572.88|w/e 03/07/15 XXXXX|AL1 4ZX|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|PROFESSIONAL & TECHNICAL SOLS|CAPITA GROUP|662069|5689.54|Invoice No LO10053590 - w/e 20/6/15 pay & 2 units of expenses for w/e 27/6.|DL1 9HN|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|PROFESSIONAL & TECHNICAL SOLS|CAPITA GROUP|662072|1751.34|XXXXX w/e 4 July worked 5 days|DL1 9HN|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|PROFESSIONAL & TECHNICAL SOLS|CAPITA GROUP|662107|1954.14|XXXXX w/e 11 July worked 5 days|DL1 9HN|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|PROFESSIONAL & TECHNICAL SOLS|CAPITA GROUP|662108|1954.14|XXXXX w/e 18 July worked 5 days|DL1 9HN|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|PROFESSIONAL & TECHNICAL SOLS|CAPITA GROUP|662109|1954.14|XXXXX w/e 4 July worked 5 days|DL1 9HN|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|PROFESSIONAL & TECHNICAL SOLS|CAPITA GROUP|662110|1770.84|XXXXX w/e 18 July worked 5 days|DL1 9HN|
Department For Transport|Highways England|15/07/2015|Non Civil Servant Staff|PROFESSIONAL & TECHNICAL SOLS|CAPITA GROUP|662111|1694.64|XXXXX w/e 18 July worked 5 days|DL1 9HN|
Department For Transport|Highways England|15/07/2015|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|662077|2145.05|Invoice No. VP85270570Q022016R Dated 08/07/2015|DH98 1BT|
Department For Transport|Highways England|15/07/2015|RM - Utilities|NETWORK DELIVERY & DEVELOPMENT|BRITISH TELECOM PLC (NON CIS) CHARGES|662078|3321.6|Invoice No. VP75270570Q02201S4 Dated 08/07/2015|DH98 1BT|
Department For Transport|Highways England|15/07/2015|RM Cost Reimbursable|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|622462|-23688.69|Apps and Certs Receipt - APC63500|WD3 9AS|
Department For Transport|Highways England|15/07/2015|RM Cost Reimbursable|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662124|375947.84|Apps and Certs Receipt - APC93908|WD3 9AS|
Department For Transport|Highways England|15/07/2015|RM Cost Reimbursable|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662125|17026.28|Apps and Certs Receipt - APC93908|WD3 9AS|
Department For Transport|Highways England|15/07/2015|RM Cost Reimbursable|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662126|669.17|Apps and Certs Receipt - APC93908|WD3 9AS|
Department For Transport|Highways England|15/07/2015|RM TM for RTMC|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662090|15662.46|Apps and Certs Receipt - APC93592|WD3 9AS|
Department For Transport|Highways England|15/07/2015|RM TM for RTMC|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662124|7394.57|Apps and Certs Receipt - APC93908|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - ICT (A)|FINANCE & BUSINESS SERVICES|CALDER CONFERENCES LIMITED|662139|6423.14|Human Resources - Leeds|LS16 6RF|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|BALFOUR BEATTY CIVIL ENGINEERING LTD|660179|-509.45|A421 M1 J13 to Bedford Balfour Beatty Invoice for #509.45 Cleaning of Gullys on WRG access track|CR7 7XA|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|CALDER CONFERENCES LIMITED|643148|-714.01|A19 Testos. Invoice 133826 for Quality Hotel Boldon. Received 20/11/14|LS16 6RF|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|CALDER CONFERENCES LIMITED|662061|1877.16|Inv Nr:153511 Inv Date: 13 July 2015 Scaman - Warwick Conferences Coventry 02 July 2015|LS16 6RF|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED|662050|2481.85|NERCC Build 37 Upgrading existing A1 from J51 Leeming to Barton SDQ088|RH1 5LA|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED|662132|5491.75|A5-M1 cert 85 for CUBIC - NET AMOUNT IS #5491.75|RH1 5LA|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|GEORGE CORDEROY & CO|662049|1050.17|A1L2B Commercial Management of Statutory Undertakers invoice number 20178 30 June 2015|LU1 1JB|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|GEORGE CORDEROY & CO|662103|36424.97|Invoice number number 20170 - gross amount 43709.96 exc VAT is #36424.97|LU1 1JB|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|662089|1723.27|Proffesional Fees CDMC upto 26/06/2015|GU2 7AR|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|662099|33001.92|PO 1419 SR13 Operational Concepts June 2015|GU2 7AR|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|662100|34453.52|PO 1419 SR13 Operational Concepts June 2015|GU2 7AR|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|662071|5792.47|JUNE 15 FEES. Invoice B1872603/011/LE|G2 7HX|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|662098|30644.45|PO 1418 SR13 Operational Concepts June 2015|G2 7HX|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|662117|35548.13|PO 1418 SR13 Operational Concepts June 2015|G2 7HX|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|662088|3726.77|IN PAYMENT OF INVOICE NO.MMGV/PO1233.1/016|SO50 9NW|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|662096|34783.46|PO 1414 SR13 Operational Concepts June 2015|SO50 9NW|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|MOTT MACDONALD GRONTMIJ JOINT VENTURE|662097|33755.4|PO 1414 SR13 Operational Concepts June 2015|SO50 9NW|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|NETWORK RAIL|662073|8435.48|M3 J2-4a, Network rail inv 1175929|B1 1RT|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|NETWORK RAIL|662092|764.64|#708.00|B1 1RT|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|PARSONS BRINCKERHOFF LIMITED|662106|22280.91|M3 J16-49 PB inv- 3511127Y-MCS, PE 26/06/15|NE4 7YQ|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|PRICEWATERHOUSECOOPERS|662062|19035|Draft Inv Nr:2003707627 Inv Date: 12 July 2015 A2D Core Team Expenses - Period - 01 to 29 May 2015|E14 9SQ|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|MAJOR PROJECTS|PRICEWATERHOUSECOOPERS|662064|6991.24|Draft Inv Nr: 2003707628 Inv Date: 12 July 2015 RIP (JWB Contract) Detailed Design Prt2 Team Expenses - Period 01 to 29 May 2015|E14 9SQ|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|BT OPENREACH (CIS) DIVERT/CONNECT|631612|-748.72|#|S1 3EF|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|660207|-131238.35|M25/2913 M25 J28 Traffic Signals|EN6 3NP|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CONNECT PLUS (M25) LTD|662079|867.58|M25/2934 M25 J15 merge & diverge improvements|EN6 3NP|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED|662075|9214.97|Interim payment for cert no 85 - A1M J6 Improvement Scheme|RH1 5LA|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|662084|50293.83|Genesys m18 j5 15/07/2015|GU14 7BF|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|615944|-15624.97|Apps and Certs Receipt - APC57724|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|615944|-2134.2|Apps and Certs Receipt - APC57724|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|630986|-660.65|Apps and Certs Receipt - APC71026|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|635336|-2141.86|Apps and Certs Receipt - APC74371|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|647044|-39.39|Apps and Certs Receipt - APC85175|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|647044|-113.51|Apps and Certs Receipt - APC85175|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|649369|-1248.46|Apps and Certs Receipt - APC86848|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|651901|-7610.24|Apps and Certs Receipt - APC88265|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|651911|-53532.54|Apps and Certs Receipt - APC88378|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|656015|-18685.94|Apps and Certs Receipt - APC90037|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|659466|-11120.9|Apps and Certs Receipt - APC92467|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|659467|-20661.95|Apps and Certs Receipt - APC92467|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|659470|-30081.38|Apps and Certs Receipt - APC92463|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662124|5048.61|Apps and Certs Receipt - APC93908|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662127|38106.12|Apps and Certs Receipt - APC93865|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662127|41002.52|Apps and Certs Receipt - APC93865|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662127|206398.89|Apps and Certs Receipt - APC93865|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662127|99279.9|Apps and Certs Receipt - APC93865|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662127|58515.67|Apps and Certs Receipt - APC93865|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662128|1181.92|Apps and Certs Receipt - APC93865|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662130|3061.26|Apps and Certs Receipt - APC93895|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662130|515.24|Apps and Certs Receipt - APC93895|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662130|2865.18|Apps and Certs Receipt - APC93895|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662131|1450.1|Apps and Certs Receipt - APC93907|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662131|74316.36|Apps and Certs Receipt - APC93907|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662131|21387.51|Apps and Certs Receipt - APC93907|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662131|905.99|Apps and Certs Receipt - APC93907|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662131|39248.02|Apps and Certs Receipt - APC93907|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662131|5151.89|Apps and Certs Receipt - APC93907|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|662131|3913.12|Apps and Certs Receipt - APC93907|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|539667|-9117.12|Apps and Certs Receipt - APC38848|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|601247|-1349.97|Apps and Certs Receipt - APC44462|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|601722|-1005.21|Apps and Certs Receipt - APC44380|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|607722|-1079.53|Apps and Certs Receipt - APC49665|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|613786|-6382.25|Apps and Certs Receipt - APC54518|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|617851|-2626.74|Apps and Certs Receipt - APC59264|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|620292|-8859.15|Apps and Certs Receipt - APC61686|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|622611|-1210.36|Apps and Certs Receipt - APC63563|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|628286|-165.51|Apps and Certs Receipt - APC67329|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|633074|-20276.47|Apps and Certs Receipt - APC72751|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|637750|-11050.87|Apps and Certs Receipt - APC77386|WD3 9AS|
Department For Transport|Highways England|15/07/2015|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|SKANSKA CONSTRUCTION UK LTD|637751|-514.67|Apps and Certs Receipt - APC77332|WD3 9AS|
