DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|616621|1394.28|1003494370 - w/e 16/08/2013|KT3 4JQ
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|616622|1563.42|1003523386 & 1003516821 - w/e 23/08/2013|KT3 4JQ
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|616623|1115.42|1003536925 - w/e 30/08/2013|KT3 4JQ
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|HAYS SPECIALIST RECRUITMENT LIMITED|616624|1439.88|1003575795 - w/e 13/09/2013|KT3 4JQ
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|FINANCE & BUSINESS SERVICES|VENN GROUP LIMITED|616573|742.08|XXXXXX, 5 Days @ #123.68, w/e 17/11|WC2R 0AA
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|614976|-8013|#|NE11 0RU
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|614977|-13973.76|#|NE11 0RU
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|NETWORK DELIVERY & DEVELOPMENT|HALCROW GROUP LTD|614979|-12787.2|#|NE11 0RU
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|616651|720.58|XXXXXX - w/c 16/11/13 timesheet PL51795 36hrs @ #16.68 = #600.48|AL1 4ZX
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|616653|720.58|XXXXXX - w/c16/11/13  timesheet PL52129 36hrs @ #16.68 = #600.48|AL1 4ZX
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|616656|554.76|XXXXXX - w/c 16/11/13 timesheet PK70102 30hrs @ #15.41 = #462.30|AL1 4ZX
Department For Transport|Highways Agency|03/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|616670|565.45|XXXXXX = w/c 16/11/13 timesheet PL94563 28.15 #16.68 @ #471.21|AL1 4ZX
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616548|576.83|X23083|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616549|576.83|X23082|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616564|708|X23069|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616570|550|X23063|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616578|550|X23059|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616589|708|X23047|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616591|661|X23046|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616598|1217|X23039|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616600|12977|X23370|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616605|5521.84|X23369|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616606|1294|X23367|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616608|5168|X23368|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|Other external training costs|TRAFFIC MANAGEMENT DIRECTORATE|CAPITA GROUP|616610|17438.96|X23048|DL1 9HN
Department For Transport|Highways Agency|03/12/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT M1-A1 LTD|616672|61844.02|INV YL0792 DATED 30 NOV 2013|NW1 3AX
Department For Transport|Highways Agency|03/12/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|CONNECT M1-A1 LTD|616673|4214345.07|INV YL0793 DATED 01 DEC 2013|NW1 3AX
Department For Transport|Highways Agency|03/12/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROADLINK (A69) LTD|616626|896899.87|INVOICE RL1321 DATED 03 DEC 2013|NE43 7TN
Department For Transport|Highways Agency|03/12/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROADLINK (A69) LTD|616628|18252.84|INV 1322 DATED 03 DEC 2013|NE43 7TN
Department For Transport|Highways Agency|03/12/2013|Prepaid expenses - programme|FINANCE & BUSINESS SERVICES|A & J MUCKLOW (INVESTMENTS) LIMITED|616671|111750|WM RCC Rent 25/12/13 to 24/03/14|B63 3JS
Department For Transport|Highways Agency|03/12/2013|Protective clothing & uniforms|TRAFFIC MANAGEMENT DIRECTORATE|BURLINGTON UNIFORMS LTD|616676|23808.25|422672|EN3 7PX
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|COMMERCIAL & PROCUREMENT|GEORGE CORDEROY & CO|616208|-17520|November Acrual|ME18 5NN
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|COMMERCIAL & PROCUREMENT|GEORGE CORDEROY & CO|616212|-39012|November Acrual|ME18 5NN
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|COMMERCIAL & PROCUREMENT|GEORGE CORDEROY & CO|616659|32510|Nov accrrual|ME18 5NN
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|COMMERCIAL & PROCUREMENT|GEORGE CORDEROY & CO|616662|21024|nov accrual|ME18 5NN
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616638|23385.95|RECEIPT IN PAYMENT OF A23 HANDCROSS - ATKINS INV NOV PERIOD|KT18 5BW
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CALDER CONFERENCES LIMITED|616677|1306.4|Inv No 110758 dated 30/11/13 M1 J39 to 42 ALR Calder Conferences costs for PIE in November 2013|LS16 6RF
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|616637|704.43|M4 J3-12 s M4 Development Costs - April 2013|WV1 4HY
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|FAITHFUL & GOULD|616540|11201.6|Commercial Assurance for the HUB - Professional Services for October 13|WR5 1TX
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|GENESYS TELECOMMUNICATIONS LTD|616649|797725.05|Nov 13 fees. NRTS ID 02574|GU14 7BF
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|GEORGE CORDEROY & CO|616666|20988|Oct 13 fees|ME18 5NN
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|IMTECH TRAFFIC & INFRA UK LIMITED|616657|5876.7|Nov 13 fees.|RG24 8WZ
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|616559|5960.5|Payment of invoice B0503301/030/BM|G2 7HX
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|616590|6624.45|Jacobs M1 10-13 IMPROVEMENT SCHEME, Invoice: B1742900/026/BM, Period: to 22nd November 2013|G2 7HX
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MACE LTD|616615|133855.77|A14 C to H Mace Inv No 3 from 2 to 29 Sept 13 Cost 160626.93 inc VAT|NW1 0LF
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MACE LTD|616616|95877.96|A14 C to H Mace Inv No 4 from 30 Sept to 31 Oct 2013 Cost 115053.55 inc VAT|NW1 0LF
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|MOUCHEL LIMITED|616636|17920.64|Oct Fees|OL1 9LH
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|OVE ARUP & PARTNERS|540704|36384.21|A19 Coast Road Lot 5 Traffic & Economic Consultancy Services|NE1 3PL
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|AMEY LG LIMITED|616675|7010.29|Apps and Certs Receipt - APC59336|OX4 4DQ
Department For Transport|Highways Agency|03/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|616612|621297.65|Apps and Certs Receipt - APC58138|WV1 4HY
Department For Transport|Highways Agency|03/12/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|616639|1157242|BB3 Certificate 21 NDD resurfacing|WV1 4HY
Department For Transport|Highways Agency|03/12/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING|616640|1329918.31|BB3 Certificate 22 NDD resurfacing|WV1 4HY
Department For Transport|Highways Agency|03/12/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|616633|3691.62|Abortive Costs - NRTS ID 04592|GU14 7BF
Department For Transport|Highways Agency|04/12/2013|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|616680|838453.6|Apps and Certs Receipt - APC58418|WV1 4RU
Department For Transport|Highways Agency|04/12/2013|CM - Lump Sum Fees|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|616698|39934.95|#|SN1 1GW
Department For Transport|Highways Agency|04/12/2013|CM - Time Based Charges|NETWORK DELIVERY & DEVELOPMENT|CARILLION-WSP JOINT VENTURE|616680|159977.62|Apps and Certs Receipt - APC58418|WV1 4RU
Department For Transport|Highways Agency|04/12/2013|CM - Tunnel Maintenance|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|616746|67247.41|Apps and Certs Receipt - APC58162|BS32 4SR
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|616747|40152.66|Apps and Certs Receipt - APC58134|BS32 4SR
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|ATKINS LTD|616248|-3563|Nov 2013 receipt PRG|KT18 5BW
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|616400|-4000|Receipted on behalf of XXXXXX|NE11 0RU
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK SERVICES DIRECTORATE|HALCROW GROUP LTD|616742|8596.64|#|NE11 0RU
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|AMEY OW LIMITED|616705|4708.64|#|OX4 4DQ
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HAMMOND (ECS) LTD|616716|281633.99|SAD/81 Repairs and Waterproofing|CF44 0AE
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|HAMMOND (ECS) LTD|616725|3725|SAD/92 Infill/Investigations and Reporting|CF44 0AE
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|616750|26847.38|Ann Maint & Ren charge for bridge FDM/255A - A2 Canterbury by-pass|SN1 1GW
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|NETWORK RAIL|616751|27912.13|Ann Maint and Ren charge for bridge SBJ/683A - M20 at Tutt Hill y/e 07/10/13|SN1 1GW
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|RAYNESWAY CONSTRUCTION LIMITED|616715|98047.51|GGN/10 Infilling|NE12 8BU
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|NETWORK DELIVERY & DEVELOPMENT|SIMULATION SYSTEMS LTD|616686|2000|TO307 Norhtants UTC Upgrade Release 2 #2,000 Nov 2013|BS49 4RF
Department For Transport|Highways Agency|04/12/2013|Contractor Costs|TRAFFIC MANAGEMENT DIRECTORATE|ATKINS LTD|616756|6522|November|KT18 5BW
Department For Transport|Highways Agency|04/12/2013|Couriers & IDS Operating Costs|FINANCE & BUSINESS SERVICES|DX NETWORK SERVICES LTD|616334|629.6|NW RCC DX Service Nov 13|NN3 6YG
Department For Transport|Highways Agency|04/12/2013|ICT Consultancy Costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|603270|-776000|SIAM Project Charges 13/14: Extension CCN Milestone 1|WV10 6UH
Department For Transport|Highways Agency|04/12/2013|ICT Consultancy Costs|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|616749|31706.48|C4150722 - HAGIS Data Refresh|WV10 6UH
Department For Transport|Highways Agency|04/12/2013|ICT Software Maintenance|FINANCE & BUSINESS SERVICES|ATOS IT SERVICES UK LIMITED|616748|6071.55|C4301651 - AIRSWeb DMZ Hosting Mar 13 Charges|WV10 6UH
Department For Transport|Highways Agency|04/12/2013|Lands Costs|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245025|981.5|HAL55555545//91224876a|CF10 5BT
Department For Transport|Highways Agency|04/12/2013|Lands Costs|MAJOR PROJECTS|TREASURY SOLICITOR|LOMD245027|507|HAL55555547//115775|WC2B 4TS
Department For Transport|Highways Agency|04/12/2013|Lands Costs|MAJOR PROJECTS|TREASURY SOLICITOR|LOMD245030|1909.36|HAL55555547//129907|WC2B 4TS
Department For Transport|Highways Agency|04/12/2013|Legal advice - admin related|FINANCE & BUSINESS SERVICES|xxxxxx|616694|685.8|Licence to Alter - Ash House, Exeter disbursements only 12/09/13 inv 909761|xxxxxx
Department For Transport|Highways Agency|04/12/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|GATENBY SANDERSON LIMITED|616714|13583.33|Delivery HUB Programme Office Manager Inv Nr: 15089 Inv Date: 27 Nov 13 Fees for xxxxxx from 01 to 27 Nov 13|LS1 2HL
Department For Transport|Highways Agency|04/12/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED|616696|2880|XXXXXX 5 DAYS AT 480 W.E 24/11/13|SL1 1XXXXXX
Department For Transport|Highways Agency|04/12/2013|Non Civil Servant HA Staff|MAJOR PROJECTS|MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED|616697|2592|XXXXXX 4.5 DAYS AT 480 W.E 01/12/13|SL1 1XXXXXX
Department For Transport|Highways Agency|04/12/2013|Non Civil Servant HA Staff|TRAFFIC MANAGEMENT DIRECTORATE|BROOK STREET (UK)  LTD|616707|560.45|XXXXXX - w/c 02/11/13 timesheet PI44564 28hrs @ #16.68 = #467.04|AL1 4ZX
Department For Transport|Highways Agency|04/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616710|19024.39|X23669|DL1 9HN
Department For Transport|Highways Agency|04/12/2013|Other external training costs|FINANCE & BUSINESS SERVICES|CAPITA GROUP|616711|5853.66|X23666|DL1 9HN
Department For Transport|Highways Agency|04/12/2013|PFI Service Payments|NETWORK DELIVERY & DEVELOPMENT|ROAD MANAGEMENT SERVICES (GLOUCESTER) LTD|616713|51368.39|A417/419 SWINDON to GLOUCESTER Routine & Winter Service Code|EH2 1DF
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616691|69041.08|Inv No 13039578 Inv Date 28/11/13 Leeming to Barton (Northern Section) Advance Copy|KT18 5BW
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616702|46665.34|Fees and expenses incurred in October 2013 under xxxxxx task award 3001|KT18 5BW
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616703|51808.35|Fees and expenses incurred in November 2013 under xxxxxx task award 3001|KT18 5BW
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616717|11903.86|Delivery HUB Design Function - Revised invoice date: 03/12|KT18 5BW
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|ATKINS LTD|616741|42927.54|Nov 2013 - #79,239.33 Invoice No 27|KT18 5BW
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|CALDER CONFERENCES LIMITED|616677|210|Inv No 110758 dated 30/11/13 M1 J39 to 42 ALR Calder Conferences costs for PIE in November 2013|LS16 6RF
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|COSTAIN SERCO JOINT VENTURE|616743|58373.28|M1 J32-35a Certificate 19|SL6 4UB
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD243520|1439.4|HAL00010899//91238381|CF10 5BT
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245026|7547.95|00009898/TRAVELLODGEUK/XXXXXX|CF10 5BT
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245031|110646.18|00012284/TRAVELODGEHOTELSLT/XXXXXX|CF10 5BT
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|EVERSHEDS LLP|LOMD245035|62474.42|00006172/XXXXXX|CF10 5BT
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|HYDER HALCROW M25 JOINT VENTURE|616690|83417.72|INVOICE NO:1356 DATE:22/11/13 AMT:#83,417.72 WITH VAT #100,101.26|GU2 7AR
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|616695|28709.06|Jacobs professional services thru 29th November 2013 Invoice Number - B1950500/002/DG|G2 7HX
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|616720|6771.5|Inv Nr: B1947200/003/BM Inv Date: 07 Nov 13 Fees from 30 Sep to 25 Oct 13|G2 7HX
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|JACOBS UK LTD|616736|8134.54|Inv. B1879501/009/BM|G2 7HX
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|NETWORK RAIL|616712|1048.69|Inv. PP4354/003|SN1 1GW
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|MAJOR PROJECTS|OVE ARUP & PARTNERS|616692|34058.15|Arup Invoice 30th November. Invoice number 000357116|NE1 3PL
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|GENESYS TELECOMMUNICATIONS LTD|523124|-47186.57|#|GU14 7BF
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|IMTECH TRAFFIC & INFRA UK LIMITED|616689|1900|EMRCC Group 31 NSDCN 13-045-50 Query PC5031008 Amount #1,900.00|RG24 8WZ
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|MOUCHEL LIMITED|616681|24812.96|Nov-13|OL1 9LH
Department For Transport|Highways Agency|04/12/2013|TA Cost AUC - Programme|NETWORK DELIVERY & DEVELOPMENT|WESTERN POWER DISTRIBUTION (CIS) DIVERT/CONNECT|616684|10663.79|Western Power invoice KP00102345 M42 J6 Pinch Point|PL4 0YU
Department For Transport|Highways Agency|04/12/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|616745|7092.15|Apps and Certs Receipt - APC58135|BS32 4SR
Department For Transport|Highways Agency|04/12/2013|TA Renewal of Roads - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|616746|1450.58|Apps and Certs Receipt - APC58162|BS32 4SR
Department For Transport|Highways Agency|04/12/2013|TA Renewal of Structures - Capital|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY MOTT MACDONALD|616747|43206.41|Apps and Certs Receipt - APC58134|BS32 4SR
Department For Transport|Highways Agency|04/12/2013|TOS operational Vehicle consumables|TRAFFIC MANAGEMENT DIRECTORATE|PRO-TECT SAFETY SIGNS|616752|2468.08|25740, 25741|BS24 6TA
Department For Transport|Highways Agency|05/12/2013|CM - Compensation / Variation Costs|NETWORK DELIVERY & DEVELOPMENT|BALFOUR BEATTY CIVIL ENGINEERING LTD|603756|-9206.21|#|RH1 1PQ
